P2 ratio,P1 ratio,0.5um,1um,time (iso)
17.76,3.28,1102.23,203.67,2015-08-02T10:11:20.277000
16.84,1.49,1044.81,92.25,2015-08-02T10:12:22.709000
15.57,1.88,966.39,116.37,2015-08-02T10:13:24.411000
16.08,1.50,998.17,93.25,2015-08-02T10:14:27.183000
16.63,1.55,1032.37,96.45,2015-08-02T10:15:30.090000
14.78,2.42,917.53,149.99,2015-08-02T10:16:33.021000
17.23,2.37,1069.29,147.37,2015-08-02T10:17:35.142000
18.71,2.16,1161.00,134.01,2015-08-02T10:18:36.861000
16.38,3.60,1016.83,223.73,2015-08-02T10:19:39.272000
15.97,1.83,991.42,113.32,2015-08-02T10:20:41.315000
16.90,2.20,1048.61,136.81,2015-08-02T10:21:43.230000
13.63,3.48,845.81,215.79,2015-08-02T10:22:46.075000
18.22,2.07,1130.68,128.63,2015-08-02T10:23:47.877000
13.41,1.69,832.23,104.87,2015-08-02T10:24:49.681000
15.64,1.42,970.68,88.08,2015-08-02T10:25:51.576000
15.85,2.02,983.75,125.46,2015-08-02T10:26:53.427000
16.27,1.03,1009.57,63.63,2015-08-02T10:27:55.490000
15.82,1.50,981.50,93.26,2015-08-02T10:28:59.150000
15.16,1.69,940.97,105.17,2015-08-02T10:30:01.635000
15.72,2.46,975.87,152.52,2015-08-02T10:31:04.247000
14.85,2.10,921.56,130.37,2015-08-02T10:32:06.970000
15.87,1.78,984.87,110.18,2015-08-02T10:33:10.130000
16.73,3.77,1038.31,234.19,2015-08-02T10:34:12.779000
17.97,1.83,1115.46,113.76,2015-08-02T10:35:15.223000
16.14,1.74,1001.83,108.17,2015-08-02T10:36:18.236000
17.92,3.39,1112.44,210.59,2015-08-02T10:37:20.348000
13.84,2.90,859.23,179.90,2015-08-02T10:38:23.280000
15.54,1.87,964.50,115.98,2015-08-02T10:39:25.298000
13.56,2.15,841.48,133.21,2015-08-02T10:40:28.905000
14.01,1.29,869.63,79.91,2015-08-02T10:41:31.636000
14.87,1.94,923.12,120.59,2015-08-02T10:42:33.351000
12.82,2.27,795.36,140.90,2015-08-02T10:43:35.392000
15.17,2.30,941.62,142.80,2015-08-02T10:44:37.317000
15.67,1.66,972.57,102.90,2015-08-02T10:45:39.470000
13.66,1.11,847.67,69.07,2015-08-02T10:46:41.431000
14.76,1.32,915.83,81.93,2015-08-02T10:47:44.317000
15.01,1.82,931.36,113.24,2015-08-02T10:48:46.843000
13.86,0.67,860.30,41.49,2015-08-02T10:49:50.315000
17.03,1.71,1056.83,106.16,2015-08-02T10:50:52.992000
14.68,1.36,911.24,84.69,2015-08-02T10:51:55.789000
11.97,1.32,743.11,81.75,2015-08-02T10:52:59.200000
12.75,1.11,791.13,69.08,2015-08-02T10:54:01.492000
11.87,0.89,736.42,55.52,2015-08-02T10:55:03.419000
16.83,1.28,1044.76,79.15,2015-08-02T10:56:06.789000
14.43,1.24,895.28,77.20,2015-08-02T10:57:10.085000
12.71,1.42,788.85,88.15,2015-08-02T10:58:12.550000
14.23,0.97,883.19,60.17,2015-08-02T10:59:15.628000
13.35,1.44,828.25,89.37,2015-08-02T11:00:18.318000
13.24,1.12,821.56,69.82,2015-08-02T11:01:20.770000
13.29,0.93,824.92,57.80,2015-08-02T11:02:22.641000
11.94,0.55,741.31,34.22,2015-08-02T11:03:25.220000
11.02,0.93,683.80,58.01,2015-08-02T11:04:27.365000
13.13,0.63,815.12,38.98,2015-08-02T11:05:29.739000
12.94,1.46,803.05,90.41,2015-08-02T11:06:32.769000
12.49,0.85,775.40,52.54,2015-08-02T11:07:36.229000
