P2 ratio,P1 ratio,0.5um,1um,time (iso)
17.15,1.19,10645.79,244.75,2015-08-19T09:48:26.342000
13.97,1.56,8667.95,373.67,2015-08-19T09:49:28.315000
17.77,1.88,11030.55,493.87,2015-08-19T09:50:30.399000
18.28,1.90,11346.36,501.81,2015-08-19T09:51:32.196000
17.95,2.44,11138.04,709.13,2015-08-19T09:52:35.602000
25.09,4.84,15571.50,3005.55,2015-08-19T09:53:37.767000
22.57,4.77,14005.18,2962.17,2015-08-19T09:54:39.921000
19.44,4.75,12066.17,2944.84,2015-08-19T09:55:43.299000
22.30,6.68,13839.10,4145.30,2015-08-19T09:56:45.301000
20.81,2.51,12916.71,734.31,2015-08-19T09:57:46.975000
18.13,3.94,11250.26,1125.97,2015-08-19T09:58:48.829000
17.09,2.86,10606.87,860.60,2015-08-19T09:59:51.102000
18.97,2.76,11771.99,826.70,2015-08-19T10:00:52.940000
21.71,3.22,13475.19,976.89,2015-08-19T10:01:56.292000
21.73,5.44,13483.76,3375.61,2015-08-19T10:02:58.279000
20.59,5.49,12775.94,3405.17,2015-08-19T10:04:00.013000
19.27,5.48,11957.40,3398.44,2015-08-19T10:05:02.057000
24.90,6.79,15453.56,4213.95,2015-08-19T10:06:05.045000
27.05,8.12,16787.34,5041.32,2015-08-19T10:07:06.945000
30.00,8.12,18615.83,5037.11,2015-08-19T10:08:09.393000
28.21,6.04,17509.11,3748.64,2015-08-19T10:09:11.321000
24.33,6.57,15100.03,4076.66,2015-08-19T10:10:13.589000
21.24,6.91,13182.66,4285.34,2015-08-19T10:11:15.796000
23.07,6.93,14316.53,4298.44,2015-08-19T10:12:18.354000
22.88,6.56,14197.77,4074.18,2015-08-19T10:13:20.086000
23.06,3.68,14310.43,1085.68,2015-08-19T10:14:22.002000
21.05,5.62,13066.94,3487.30,2015-08-19T10:15:24.429000
20.37,4.17,12638.83,2590.56,2015-08-19T10:16:26.497000
22.43,4.09,13921.40,2535.70,2015-08-19T10:17:29.899000
21.23,7.06,13177.58,4381.12,2015-08-19T10:18:31.995000
20.00,3.89,12410.38,1119.67,2015-08-19T10:19:34.312000
18.76,3.16,11643.26,958.65,2015-08-19T10:20:36.629000
17.72,4.00,10996.02,2484.99,2015-08-19T10:21:38.565000
18.58,1.70,11533.89,426.17,2015-08-19T10:22:41.637000
16.21,2.03,10062.04,549.40,2015-08-19T10:23:44.286000
18.60,3.15,11545.89,955.98,2015-08-19T10:24:46.778000
17.45,4.10,10829.80,2543.24,2015-08-19T10:25:48.682000
18.94,3.43,11753.61,1031.81,2015-08-19T10:26:51.318000
14.21,3.45,8819.44,1037.00,2015-08-19T10:27:53.898000
17.98,3.69,11155.76,1089.10,2015-08-19T10:28:55.994000
17.90,5.07,11110.82,3146.94,2015-08-19T10:29:58.843000
16.94,4.02,10511.16,2493.89,2015-08-19T10:31:01.746000
16.32,2.27,10127.68,644.03,2015-08-19T10:32:04.543000
19.36,2.37,12012.82,684.49,2015-08-19T10:33:06.618000
16.51,2.30,10247.91,654.29,2015-08-19T10:34:09.078000
16.86,3.49,10462.64,1046.08,2015-08-19T10:35:11.727000
16.39,1.82,10169.34,470.56,2015-08-19T10:36:15.138000
19.85,2.58,12320.45,762.23,2015-08-19T10:37:17.312000
21.23,3.31,13172.61,1001.57,2015-08-19T10:38:20.444000
23.71,4.97,14714.03,3082.76,2015-08-19T10:39:22.343000
23.00,5.15,14276.23,3193.43,2015-08-19T10:40:24.427000
21.52,5.04,13353.30,3125.89,2015-08-19T10:41:26.965000
20.17,4.27,12519.28,2652.45,2015-08-19T10:42:29.954000
26.64,4.72,16534.00,2926.70,2015-08-19T10:43:32.927000
24.28,7.66,15066.92,4753.53,2015-08-19T10:44:35.080000
23.46,6.37,14557.99,3950.60,2015-08-19T10:45:37.032000
22.32,6.84,13852.16,4243.30,2015-08-19T10:46:38.915000
22.32,5.34,13849.08,3316.15,2015-08-19T10:47:41.024000
25.70,5.71,15948.17,3546.66,2015-08-19T10:48:44.111000
19.62,4.91,12175.02,3048.14,2015-08-19T10:49:46.633000
24.04,5.23,14922.24,3245.63,2015-08-19T10:50:49.061000
20.63,4.48,12802.99,2781.94,2015-08-19T10:51:51.026000
24.29,4.51,15074.01,2800.90,2015-08-19T10:52:52.790000
19.55,6.36,12131.39,3945.93,2015-08-19T10:53:55.103000
22.32,4.54,13849.72,2817.97,2015-08-19T10:54:56.998000
21.07,5.42,13073.98,3363.94,2015-08-19T10:56:00.343000
23.73,3.78,14729.12,1103.65,2015-08-19T10:57:02.775000
20.01,4.17,12417.37,2585.41,2015-08-19T10:58:04.744000
21.36,4.31,13258.41,2673.51,2015-08-19T10:59:06.848000
20.54,2.29,12748.45,650.36,2015-08-19T11:00:08.952000
18.60,2.73,11540.43,816.90,2015-08-19T11:01:11.171000
18.39,4.33,11412.94,2687.50,2015-08-19T11:02:14.062000
17.41,3.09,10807.55,935.62,2015-08-19T11:03:16.379000
19.47,4.60,12081.38,2851.91,2015-08-19T11:04:18.446000
18.08,4.25,11220.86,2637.06,2015-08-19T11:05:20.906000
18.20,2.06,11294.74,562.54,2015-08-19T11:06:23.326000
18.51,3.57,11488.47,1063.40,2015-08-19T11:07:25.307000
21.34,3.71,13243.73,1091.52,2015-08-19T11:08:27.928000
18.76,3.49,11643.38,1045.20,2015-08-19T11:09:30.363000
18.56,2.59,11517.58,767.01,2015-08-19T11:10:33.782000
17.28,2.53,10723.50,744.43,2015-08-19T11:11:36.808000
17.39,2.25,10794.00,635.24,2015-08-19T11:12:38.674000
17.18,2.77,10665.14,832.14,2015-08-19T11:13:40.611000
15.85,1.51,9838.45,354.07,2015-08-19T11:14:42.748000
19.13,3.62,11873.37,1074.73,2015-08-19T11:15:45.679000
20.49,2.94,12717.51,889.91,2015-08-19T11:16:48.218000
19.30,2.14,11977.92,592.50,2015-08-19T11:17:51.821000
15.24,2.19,9456.90,613.32,2015-08-19T11:18:54.285000
18.61,2.29,11551.06,651.04,2015-08-19T11:19:57.111000
18.80,1.83,11669.52,472.08,2015-08-19T11:20:58.948000
18.20,3.58,11293.98,1065.55,2015-08-19T11:22:01.900000
16.86,2.45,10462.32,713.85,2015-08-19T11:23:03.951000
16.98,2.54,10541.05,747.60,2015-08-19T11:24:06.403000
19.09,2.32,11850.01,665.36,2015-08-19T11:25:08.315000
22.24,3.87,13803.53,1117.85,2015-08-19T11:26:10.178000
23.34,5.58,14486.64,3462.25,2015-08-19T11:27:12.364000
26.35,4.72,16350.07,2926.86,2015-08-19T11:28:14.542000
24.39,5.81,15135.43,3605.27,2015-08-19T11:29:16.548000
27.35,4.53,16973.70,2808.45,2015-08-19T11:30:18.447000
24.10,6.53,14954.34,4054.69,2015-08-19T11:31:21.808000
19.94,4.24,12376.35,2631.60,2015-08-19T11:32:25.301000
22.03,5.34,13673.85,3316.90,2015-08-19T11:33:28.126000
21.24,3.41,13184.28,1026.41,2015-08-19T11:34:30.878000
21.05,3.52,13065.92,1054.21,2015-08-19T11:35:33.653000
19.25,3.53,11949.21,1055.32,2015-08-19T11:36:36.220000
17.00,3.46,10552.68,1038.72,2015-08-19T11:37:37.940000
18.90,3.49,11727.80,1046.73,2015-08-19T11:38:40.780000
16.08,2.25,9982.37,635.17,2015-08-19T11:39:43.016000
14.98,1.60,9297.10,386.13,2015-08-19T11:40:44.694000
14.28,1.64,8862.33,400.59,2015-08-19T11:41:46.962000
14.48,2.21,8984.98,621.04,2015-08-19T11:42:49.316000
15.04,2.65,9331.06,787.18,2015-08-19T11:43:51.654000
19.55,2.38,12131.83,688.28,2015-08-19T11:44:53.930000
21.73,5.07,13487.81,3147.93,2015-08-19T11:45:56.382000
22.30,3.96,13839.52,1128.17,2015-08-19T11:46:58.314000
27.11,8.98,16822.51,5573.12,2015-08-19T11:48:01.270000
27.74,8.48,17213.10,5265.28,2015-08-19T11:49:03.210000
28.21,8.25,17504.62,5122.22,2015-08-19T11:50:05.610000
27.60,7.04,17126.25,4370.99,2015-08-19T11:51:07.431000
29.41,8.82,18253.87,5473.28,2015-08-19T11:52:10.052000
30.45,9.81,18900.37,6085.70,2015-08-19T11:53:12.028000
29.10,8.95,18058.57,5554.17,2015-08-19T11:54:14.280000
31.29,9.00,19417.66,5584.11,2015-08-19T11:55:16.290000
28.22,7.70,17512.62,4779.74,2015-08-19T11:56:18.115000
26.49,6.18,16441.93,3838.09,2015-08-19T11:57:20.248000
28.05,8.35,17406.06,5179.80,2015-08-19T11:58:22.680000
25.40,6.60,15763.54,4095.53,2015-08-19T11:59:25.185000
24.13,5.37,14976.66,3332.57,2015-08-19T12:00:27.356000
23.94,5.87,14856.11,3644.39,2015-08-19T12:01:29.300000
25.60,4.56,15887.67,2832.38,2015-08-19T12:02:31.195000
32.45,7.83,20135.75,4858.82,2015-08-19T12:03:33.078000
34.35,16.38,21317.17,10167.33,2015-08-19T12:04:34.896000
35.24,12.66,21869.62,7855.29,2015-08-19T12:05:37.970000
28.29,9.28,17558.02,5759.63,2015-08-19T12:06:39.808000
23.97,7.20,14875.61,4467.52,2015-08-19T12:07:42.031000
22.11,4.99,13721.58,3099.41,2015-08-19T12:08:44.930000
22.63,4.11,14043.37,2548.94,2015-08-19T12:09:48.132000
21.54,6.05,13369.19,3751.74,2015-08-19T12:10:49.843000
30.07,5.11,18662.43,3172.22,2015-08-19T12:11:51.844000
43.27,21.66,26855.23,13445.17,2015-08-19T12:12:54.174000
40.26,18.36,24987.81,11395.23,2015-08-19T12:13:56.131000
33.73,16.06,20935.00,9967.62,2015-08-19T12:14:58.050000
29.43,11.29,18266.24,7008.37,2015-08-19T12:15:59.962000
29.00,7.72,17998.98,4789.38,2015-08-19T12:17:01.779000
27.79,10.25,17248.19,6358.58,2015-08-19T12:18:04.691000
24.56,7.44,15242.29,4616.60,2015-08-19T12:19:06.651000
23.44,9.45,14547.26,5863.72,2015-08-19T12:20:09.325000
20.75,5.05,12876.38,3136.01,2015-08-19T12:21:11.523000
19.72,2.78,12237.06,835.86,2015-08-19T12:22:14.102000
20.29,2.77,12592.80,832.36,2015-08-19T12:23:17.616000
18.11,3.79,11241.98,1106.08,2015-08-19T12:24:20.068000
18.23,1.98,11310.99,530.16,2015-08-19T12:25:22.851000
16.53,3.43,10256.65,1033.18,2015-08-19T12:26:25.021000
17.06,1.59,10587.14,384.34,2015-08-19T12:27:27.359000
15.74,1.65,9771.31,406.16,2015-08-19T12:28:30.164000
16.78,1.99,10412.46,534.21,2015-08-19T12:29:33.333000
19.75,2.08,12259.22,571.93,2015-08-19T12:30:35.265000
16.45,3.31,10207.54,1001.55,2015-08-19T12:31:38.270000
16.61,1.81,10310.27,465.76,2015-08-19T12:32:40.382000
14.53,1.18,9014.93,241.33,2015-08-19T12:33:42.520000
13.82,1.70,8574.16,424.56,2015-08-19T12:34:44.787000
14.64,2.05,9085.85,558.62,2015-08-19T12:35:46.932000
15.31,1.89,9499.73,495.35,2015-08-19T12:36:49.143000
14.80,1.81,9182.42,465.94,2015-08-19T12:37:51.780000
12.58,1.03,7808.65,193.16,2015-08-19T12:38:54.596000
13.27,1.43,8237.52,324.87,2015-08-19T12:39:56.660000
14.06,2.51,8723.83,736.03,2015-08-19T12:40:59.526000
13.36,2.01,8294.39,544.62,2015-08-19T12:42:01.310000
14.55,1.47,9026.97,340.58,2015-08-19T12:43:04.459000
12.87,1.35,7985.02,297.51,2015-08-19T12:44:06.223000
14.20,1.26,8814.79,267.87,2015-08-19T12:45:09.609000
13.85,1.27,8595.14,269.73,2015-08-19T12:46:11.775000
13.98,1.17,8673.62,237.32,2015-08-19T12:47:14.177000
10.84,0.69,6725.61,100.54,2015-08-19T12:48:16.417000
12.79,1.45,7938.57,332.57,2015-08-19T12:49:18.845000
13.98,1.21,8674.99,248.85,2015-08-19T12:50:22.308000
14.74,0.97,9145.28,174.16,2015-08-19T12:51:24.409000
12.72,1.32,7896.25,286.93,2015-08-19T12:52:26.451000
13.63,2.37,8457.20,684.54,2015-08-19T12:53:29.030000
13.77,1.47,8548.68,339.51,2015-08-19T12:54:32.380000
11.31,0.43,7016.80,48.77,2015-08-19T12:55:34.361000
12.04,0.74,7473.79,114.36,2015-08-19T12:56:37.112000
12.45,0.75,7724.16,115.00,2015-08-19T12:57:39.061000
12.74,1.01,7904.22,187.85,2015-08-19T12:58:41.218000
11.77,1.31,7302.56,283.23,2015-08-19T12:59:44.481000
13.47,0.52,8360.08,64.56,2015-08-19T13:00:47.392000
12.45,1.02,7725.29,191.07,2015-08-19T13:01:49.812000
12.04,0.93,7469.89,162.37,2015-08-19T13:02:52.826000
12.58,0.86,7808.18,143.92,2015-08-19T13:03:55.826000
11.41,1.30,7081.71,280.80,2015-08-19T13:04:58.049000
12.15,1.00,7543.50,183.90,2015-08-19T13:06:00.968000
12.87,0.89,7986.66,152.17,2015-08-19T13:07:03.363000
12.33,1.52,7654.04,356.37,2015-08-19T13:08:06.340000
13.10,1.06,8128.98,202.43,2015-08-19T13:09:08.505000
13.58,0.77,8429.59,121.75,2015-08-19T13:10:10.351000
12.70,0.69,7883.33,100.83,2015-08-19T13:11:12.423000
13.85,0.85,8594.21,141.27,2015-08-19T13:12:15.555000
13.60,1.20,8439.41,247.80,2015-08-19T13:13:18.794000
12.63,1.04,7839.06,197.09,2015-08-19T13:14:21.254000
13.52,0.61,8393.74,82.19,2015-08-19T13:15:24.415000
15.02,0.54,9319.71,67.60,2015-08-19T13:16:26.171000
11.74,0.69,7287.55,101.42,2015-08-19T13:17:29.177000
11.64,0.95,7225.86,168.52,2015-08-19T13:18:30.878000
11.23,0.49,6966.99,59.03,2015-08-19T13:19:32.770000
13.22,1.16,8206.04,233.76,2015-08-19T13:20:34.743000
13.30,1.12,8251.68,220.28,2015-08-19T13:21:36.999000
14.12,0.93,8761.43,163.48,2015-08-19T13:22:39.385000
11.75,1.01,7294.63,187.80,2015-08-19T13:23:42.722000
12.64,0.99,7842.83,179.71,2015-08-19T13:24:45.744000
10.98,0.84,6814.04,139.69,2015-08-19T13:25:47.933000
13.01,0.88,8072.44,151.13,2015-08-19T13:26:50.050000
13.38,0.79,8301.34,124.98,2015-08-19T13:27:52.314000
13.01,0.97,8072.42,175.57,2015-08-19T13:28:55.033000
13.85,1.37,8594.30,303.62,2015-08-19T13:29:58.062000
12.53,1.89,7773.20,497.20,2015-08-19T13:31:01.202000
12.72,1.10,7893.05,213.97,2015-08-19T13:32:03.290000
11.82,1.36,7332.68,301.35,2015-08-19T13:33:05.538000
14.29,0.56,8867.48,73.35,2015-08-19T13:34:08.174000
10.91,1.42,6770.37,320.82,2015-08-19T13:35:10.094000
12.62,1.18,7832.18,238.59,2015-08-19T13:36:13.574000
12.46,1.07,7732.62,204.44,2015-08-19T13:37:15.941000
12.64,1.15,7847.21,231.90,2015-08-19T13:38:18.487000
11.09,1.15,6884.18,230.34,2015-08-19T13:39:20.378000
13.19,0.53,8183.67,66.12,2015-08-19T13:40:22.380000
13.87,0.50,8608.21,61.11,2015-08-19T13:41:25.979000
12.17,0.71,7552.50,106.37,2015-08-19T13:42:29.504000
11.37,1.37,7057.81,303.32,2015-08-19T13:43:32.784000
11.30,0.75,7014.99,116.93,2015-08-19T13:44:36.113000
13.34,1.13,8279.75,225.55,2015-08-19T13:45:38.348000
10.45,0.97,6484.89,175.45,2015-08-19T13:46:40.874000
12.72,1.15,7891.96,229.82,2015-08-19T13:47:43.592000
11.28,1.46,6998.98,335.02,2015-08-19T13:48:45.787000
12.16,1.29,7548.69,277.71,2015-08-19T13:49:47.775000
14.21,0.86,8820.91,143.18,2015-08-19T13:50:50.093000
12.21,1.69,7579.80,420.31,2015-08-19T13:51:52.819000
13.62,1.25,8449.92,263.69,2015-08-19T13:52:54.776000
13.22,0.84,8207.35,139.65,2015-08-19T13:53:56.724000
12.36,1.47,7672.45,341.24,2015-08-19T13:54:59.782000
14.60,1.37,9062.47,302.78,2015-08-19T13:56:03.353000
20.98,2.50,13019.08,733.26,2015-08-19T13:57:05.182000
17.53,3.22,10876.52,975.71,2015-08-19T13:58:07.349000
18.23,2.56,11314.40,753.24,2015-08-19T13:59:09.518000
17.76,2.21,11022.93,619.93,2015-08-19T14:00:11.442000
15.68,1.83,9728.62,472.29,2015-08-19T14:01:13.694000
14.56,1.05,9034.12,198.92,2015-08-19T14:02:15.491000
14.06,1.62,8726.94,394.96,2015-08-19T14:03:18.852000
14.73,1.71,9140.05,429.20,2015-08-19T14:04:21.165000
14.68,1.30,9112.23,280.07,2015-08-19T14:05:23.416000
13.96,1.39,8662.83,310.38,2015-08-19T14:06:25.697000
13.55,1.18,8407.85,241.63,2015-08-19T14:07:28.960000
13.06,2.55,8102.69,750.67,2015-08-19T14:08:32.080000
14.29,1.75,8867.94,444.08,2015-08-19T14:09:34.372000
15.34,1.12,9518.90,221.12,2015-08-19T14:10:37.058000
15.62,1.87,9693.06,490.41,2015-08-19T14:11:40.006000
16.68,2.92,10352.38,883.50,2015-08-19T14:12:42.012000
15.54,2.26,9643.78,641.12,2015-08-19T14:13:45.635000
18.78,2.27,11654.05,645.81,2015-08-19T14:14:48.534000
15.13,3.01,9387.25,910.84,2015-08-19T14:15:50.499000
14.11,1.17,8754.75,237.80,2015-08-19T14:16:53.025000
14.21,1.83,8820.01,473.69,2015-08-19T14:17:55.547000
14.23,1.96,8833.27,524.34,2015-08-19T14:18:58.036000
13.37,0.65,8298.85,92.96,2015-08-19T14:20:00.479000
12.52,1.70,7767.09,425.89,2015-08-19T14:21:03.952000
13.94,1.06,8650.70,201.72,2015-08-19T14:22:07.801000
18.49,1.61,11476.09,389.75,2015-08-19T14:23:09.827000
18.89,1.76,11721.98,446.81,2015-08-19T14:24:12.034000
19.33,1.95,11994.18,518.94,2015-08-19T14:25:14.936000
19.78,4.57,12277.46,2839.02,2015-08-19T14:26:17.012000
18.29,4.76,11351.97,2956.60,2015-08-19T14:27:18.989000
19.82,5.10,12300.79,3163.27,2015-08-19T14:28:21.748000
17.11,5.44,10619.84,3376.45,2015-08-19T14:29:23.545000
22.96,5.78,14246.99,3587.82,2015-08-19T14:30:25.506000
18.52,3.43,11494.79,1031.04,2015-08-19T14:31:28.306000
19.00,4.09,11788.52,2535.85,2015-08-19T14:32:31.430000
20.39,2.63,12653.83,780.24,2015-08-19T14:33:33.686000
20.05,2.69,12443.10,802.11,2015-08-19T14:34:35.970000
18.79,2.54,11663.28,748.72,2015-08-19T14:35:38.918000
18.94,1.33,11751.54,290.61,2015-08-19T14:36:40.993000
19.38,2.17,12026.82,604.15,2015-08-19T14:37:43.130000
19.31,3.65,11981.56,1080.44,2015-08-19T14:38:46.446000
22.82,4.51,14160.52,2798.97,2015-08-19T14:39:48.177000
23.81,5.75,14777.48,3570.32,2015-08-19T14:40:50.200000
24.47,4.05,15184.36,2514.50,2015-08-19T14:41:52.333000
21.63,5.42,13423.90,3363.94,2015-08-19T14:42:54.109000
20.82,5.70,12923.63,3534.46,2015-08-19T14:43:56.570000
21.30,3.73,13217.59,1095.94,2015-08-19T14:44:58.432000
18.89,2.90,11722.11,877.00,2015-08-19T14:46:01.576000
19.74,3.70,12252.67,1089.70,2015-08-19T14:47:03.726000
19.32,4.81,11987.22,2987.14,2015-08-19T14:48:05.547000
23.10,3.85,14335.26,1114.66,2015-08-19T14:49:07.836000
18.74,5.15,11628.56,3193.57,2015-08-19T14:50:10.050000
19.48,2.81,12090.99,844.11,2015-08-19T14:51:11.982000
18.47,4.22,11463.55,2618.05,2015-08-19T14:52:14.696000
17.75,3.49,11016.03,1046.78,2015-08-19T14:53:17.259000
19.48,2.72,12087.50,813.24,2015-08-19T14:54:20.539000
18.38,3.47,11409.26,1041.41,2015-08-19T14:55:23.126000
16.99,2.85,10545.95,858.80,2015-08-19T14:56:25.250000
19.29,3.90,11971.06,1121.36,2015-08-19T14:57:28.453000
19.64,3.41,12189.38,1026.63,2015-08-19T14:58:30.220000
23.48,3.76,14573.08,1100.65,2015-08-19T14:59:32.280000
19.41,5.98,12044.33,3712.85,2015-08-19T15:00:33.962000
18.11,3.61,11242.20,1073.56,2015-08-19T15:01:36.308000
18.18,3.01,11280.29,912.57,2015-08-19T15:02:38.187000
15.17,2.62,9415.73,777.55,2015-08-19T15:03:40.283000
13.37,2.79,8296.69,837.11,2015-08-19T15:04:42.191000
13.47,2.42,8356.77,701.16,2015-08-19T15:05:44.847000
13.79,2.98,8559.14,901.11,2015-08-19T15:06:47.295000
19.62,2.68,12175.77,796.92,2015-08-19T15:07:50.374000
15.57,2.51,9660.30,737.03,2015-08-19T15:08:52.875000
17.81,2.74,11053.34,818.79,2015-08-19T15:09:56.184000
14.35,2.37,8907.10,682.83,2015-08-19T15:10:58.673000
15.94,1.55,9891.94,368.38,2015-08-19T15:12:00.470000
15.46,1.13,9594.28,223.94,2015-08-19T15:13:03.037000
13.85,1.66,8594.25,410.00,2015-08-19T15:14:05.915000
16.04,2.48,9956.95,724.84,2015-08-19T15:15:08.847000
16.73,1.91,10383.16,502.84,2015-08-19T15:16:11.409000
19.16,2.75,11893.46,825.12,2015-08-19T15:17:13.697000
20.17,4.22,12515.75,2616.40,2015-08-19T15:18:16.146000
20.04,2.60,12437.56,768.28,2015-08-19T15:19:17.860000
22.12,4.49,13728.70,2788.73,2015-08-19T15:20:19.756000
20.94,2.77,12992.68,832.06,2015-08-19T15:21:22.642000
19.59,4.68,12160.70,2906.08,2015-08-19T15:22:25.766000
22.30,4.54,13838.08,2819.77,2015-08-19T15:23:28.804000
21.53,3.44,13359.37,1034.69,2015-08-19T15:24:31.330000
19.79,3.27,12281.57,990.41,2015-08-19T15:25:33.340000
21.42,4.60,13294.12,2856.16,2015-08-19T15:26:36.022000
30.78,4.31,19103.54,2677.08,2015-08-19T15:27:39.359000
32.45,11.41,20139.54,7079.75,2015-08-19T15:28:41.164000
31.89,11.00,19793.61,6823.95,2015-08-19T15:29:43.133000
30.72,12.13,19066.47,7528.05,2015-08-19T15:30:44.917000
25.58,9.73,15876.13,6039.91,2015-08-19T15:31:47.742000
23.98,5.45,14880.13,3381.60,2015-08-19T15:32:49.695000
23.68,5.20,14694.85,3228.86,2015-08-19T15:33:51.794000
19.65,4.57,12194.13,2838.47,2015-08-19T15:34:53.686000
26.96,5.18,16728.65,3215.18,2015-08-19T15:35:56.015000
28.52,7.90,17697.61,4902.84,2015-08-19T15:36:57.910000
30.72,13.08,19064.35,8116.65,2015-08-19T15:37:59.847000
23.03,10.58,14289.84,6564.02,2015-08-19T15:39:02.269000
22.80,4.76,14152.90,2956.46,2015-08-19T15:40:04.177000
20.21,4.64,12539.96,2879.92,2015-08-19T15:41:06.998000
