P2 ratio,P1 ratio,0.5um,1um,time (iso)
16.34,3.55,10140.76,1060.69,2015-08-17T14:46:05.409000
13.38,2.53,8302.36,742.84,2015-08-17T14:47:07.703000
16.16,2.93,10028.00,884.36,2015-08-17T14:48:10.585000
14.45,3.37,8965.07,1016.79,2015-08-17T14:49:13.493000
32.85,11.36,20386.62,7049.91,2015-08-17T14:50:15.600000
29.17,14.26,18103.93,8851.64,2015-08-17T14:51:17.658000
24.61,11.63,15271.99,7218.86,2015-08-17T14:52:19.834000
23.24,9.68,14424.68,6008.77,2015-08-17T14:53:22.565000
34.63,21.71,21491.47,13472.52,2015-08-17T14:54:24.404000
30.34,11.53,18832.00,7152.68,2015-08-17T14:55:26.088000
26.24,9.81,16283.58,6091.29,2015-08-17T14:56:28.030000
31.02,23.61,19248.43,14650.68,2015-08-17T14:57:30.083000
25.23,11.12,15658.36,6901.01,2015-08-17T14:58:32.351000
20.81,4.85,12916.30,3009.53,2015-08-17T14:59:34.358000
22.22,8.87,13791.26,5505.36,2015-08-17T15:00:36.301000
27.48,8.98,17052.99,5571.51,2015-08-17T15:01:39.734000
27.82,10.46,17265.92,6489.99,2015-08-17T15:02:41.805000
29.77,13.23,18472.60,8213.20,2015-08-17T15:03:43.760000
26.55,9.14,16479.15,5673.40,2015-08-17T15:04:46.115000
24.07,6.75,14937.65,4189.51,2015-08-17T15:05:48.505000
20.16,5.24,12510.29,3251.69,2015-08-17T15:06:51.172000
16.09,3.03,9985.21,918.67,2015-08-17T15:07:53.575000
15.96,3.56,9906.68,1061.24,2015-08-17T15:08:56.011000
30.52,10.04,18942.05,6231.71,2015-08-17T15:09:58.149000
28.86,7.24,17912.73,4491.55,2015-08-17T15:11:00.117000
35.69,16.96,22150.27,10525.65,2015-08-17T15:12:02.216000
40.11,19.24,24895.35,11942.13,2015-08-17T15:13:04.124000
39.69,25.96,24632.69,16113.65,2015-08-17T15:14:06.114000
30.35,14.60,18833.89,9059.32,2015-08-17T15:15:08.053000
36.69,20.33,22771.05,12618.63,2015-08-17T15:16:10.070000
29.11,13.33,18063.35,8270.21,2015-08-17T15:17:11.896000
25.85,12.55,16039.86,7788.75,2015-08-17T15:18:13.742000
28.70,12.18,17812.28,7561.68,2015-08-17T15:19:15.662000
28.58,11.48,17736.92,7124.40,2015-08-17T15:20:17.587000
29.32,8.83,18196.91,5478.31,2015-08-17T15:21:19.481000
24.27,10.02,15064.81,6218.99,2015-08-17T15:22:21.352000
23.38,6.78,14512.79,4209.74,2015-08-17T15:23:23.724000
26.98,5.68,16742.13,3522.00,2015-08-17T15:24:26.089000
19.55,7.44,12133.61,4619.82,2015-08-17T15:25:28.153000
22.08,5.44,13702.72,3374.76,2015-08-17T15:26:30.452000
18.86,4.66,11706.71,2894.87,2015-08-17T15:27:33.213000
19.01,3.73,11796.50,1095.25,2015-08-17T15:28:35.333000
22.53,3.15,13983.35,956.77,2015-08-17T15:29:37.511000
18.46,3.73,11453.45,1094.83,2015-08-17T15:30:41.061000
18.55,3.97,11510.37,1129.53,2015-08-17T15:31:44.290000
16.48,4.67,10228.98,2896.93,2015-08-17T15:32:46.706000
21.24,3.41,13183.38,1025.79,2015-08-17T15:33:50.206000
15.17,4.08,9414.13,2531.95,2015-08-17T15:34:52.881000
14.65,4.04,9092.15,2508.89,2015-08-17T15:35:55.226000
15.72,4.02,9755.66,2494.84,2015-08-17T15:36:57.445000
14.67,3.48,9106.39,1043.14,2015-08-17T15:38:00.048000
14.77,2.24,9166.08,632.98,2015-08-17T15:39:01.884000
12.67,1.65,7862.48,406.52,2015-08-17T15:40:04.484000
13.31,1.34,8261.37,292.17,2015-08-17T15:41:07.219000
10.96,0.99,6800.86,181.09,2015-08-17T15:42:09.635000
33.92,9.58,21049.82,5948.14,2015-08-17T15:43:12.035000
22.35,11.86,13868.56,7359.94,2015-08-17T15:44:14.198000
21.35,3.37,13248.16,1015.78,2015-08-17T15:45:16.181000
15.93,4.36,9887.04,2707.14,2015-08-17T15:46:17.982000
13.64,3.60,8463.53,1069.68,2015-08-17T15:47:21.369000
10.61,0.95,6586.13,169.22,2015-08-17T15:48:24.225000
16.09,0.52,9987.79,65.51,2015-08-17T15:49:27.291000
14.29,2.08,8866.72,570.50,2015-08-17T15:50:30.058000
12.74,1.86,7908.87,486.19,2015-08-17T15:51:32.591000
14.24,1.57,8837.98,376.03,2015-08-17T15:52:35.013000
16.47,2.60,10224.05,771.29,2015-08-17T15:53:37.313000
22.10,3.92,13714.14,1123.84,2015-08-17T15:54:38.997000
34.54,14.08,21438.58,8740.73,2015-08-17T15:55:40.920000
23.47,6.96,14563.98,4318.29,2015-08-17T15:56:43.366000
22.25,6.60,13810.94,4094.70,2015-08-17T15:57:45.101000
17.19,5.30,10669.83,3292.19,2015-08-17T15:58:47.810000
13.22,2.57,8202.37,759.51,2015-08-17T15:59:50.881000
19.03,1.51,11812.40,354.96,2015-08-17T16:00:53.199000
15.60,1.37,9681.61,303.53,2015-08-17T16:01:55.930000
9.97,1.03,6186.52,192.46,2015-08-17T16:02:57.825000
13.33,1.01,8270.68,186.87,2015-08-17T16:04:00.869000
16.62,6.38,10317.24,3956.78,2015-08-17T16:05:03.276000
14.26,3.77,8851.34,1101.59,2015-08-17T16:06:05.287000
