P2 ratio,P1 ratio,0.5um,1um,time (iso)
13.41,1.24,832.55,76.85,2015-08-08T13:38:01.187000
10.68,0.30,662.98,18.56,2015-08-08T13:39:03.460000
11.31,0.76,701.68,46.91,2015-08-08T13:40:07.128000
12.67,0.74,786.33,45.73,2015-08-08T13:41:09.552000
11.89,0.39,737.85,24.51,2015-08-08T13:42:12.192000
12.20,0.83,757.05,51.77,2015-08-08T13:43:14.243000
13.53,1.17,839.97,72.89,2015-08-08T13:44:17.232000
12.13,0.73,752.72,45.42,2015-08-08T13:45:19.860000
10.93,0.79,678.50,48.85,2015-08-08T13:46:23.192000
13.21,1.10,819.97,68.12,2015-08-08T13:47:25.149000
11.73,0.49,728.15,30.71,2015-08-08T13:48:27.822000
10.00,0.85,620.41,52.91,2015-08-08T13:49:31.077000
10.66,0.52,661.34,32.22,2015-08-08T13:50:33.014000
11.86,0.69,736.14,43.04,2015-08-08T13:51:36.207000
11.20,1.42,694.91,88.32,2015-08-08T13:52:38.467000
10.75,0.90,667.28,56.07,2015-08-08T13:53:41.561000
11.31,1.02,701.70,63.16,2015-08-08T13:54:43.703000
12.05,0.35,747.55,21.62,2015-08-08T13:55:45.483000
12.58,0.61,780.71,37.65,2015-08-08T13:56:47.858000
13.38,1.08,830.25,67.13,2015-08-08T13:57:51.150000
13.47,1.21,835.83,74.93,2015-08-08T13:58:53.368000
11.82,0.50,733.60,31.15,2015-08-08T13:59:55.763000
11.77,0.62,730.72,38.36,2015-08-08T14:00:57.728000
12.27,1.24,761.54,77.24,2015-08-08T14:02:00.757000
11.37,0.23,705.51,14.38,2015-08-08T14:03:02.509000
10.92,0.52,678.00,32.04,2015-08-08T14:04:05.199000
9.29,0.73,576.68,45.19,2015-08-08T14:05:08.343000
9.23,0.45,573.03,28.13,2015-08-08T14:06:11.074000
11.31,1.05,701.85,65.13,2015-08-08T14:07:13.890000
