1um,5um,time (iso)
966,132,2015-08-22T10:38:07.226000
1010,108,2015-08-22T10:39:06.002000
1192,108,2015-08-22T10:40:04.780000
1670,148,2015-08-22T10:41:03.558000
3059,298,2015-08-22T10:42:02.336000
3492,330,2015-08-22T10:43:01.113000
7324,244,2015-08-22T10:43:59.890000
9777,249,2015-08-22T10:44:58.669000
10090,240,2015-08-22T10:45:57.450000
9025,198,2015-08-22T10:46:56.226000
8980,156,2015-08-22T10:47:55.005000
8104,119,2015-08-22T10:48:53.786000
3106,50,2015-08-22T10:49:52.566000
3068,58,2015-08-22T10:50:51.348000
4452,69,2015-08-22T10:51:50.132000
9317,61,2015-08-22T10:52:48.914000
13047,73,2015-08-22T10:53:47.699000
15791,144,2015-08-22T10:54:46.483000
10612,159,2015-08-22T10:55:45.264000
6077,128,2015-08-22T10:56:44.045000
5668,124,2015-08-22T10:57:42.827000
2690,60,2015-08-22T10:58:41.605000
2235,47,2015-08-22T10:59:40.389000
2740,83,2015-08-22T11:00:39.169000
2467,104,2015-08-22T11:01:37.953000
1025,51,2015-08-22T11:02:36.732000
470,24,2015-08-22T11:03:35.512000
431,18,2015-08-22T11:04:34.297000
422,16,2015-08-22T11:05:33.078000
422,15,2015-08-22T11:06:31.860000
360,16,2015-08-22T11:07:30.642000
342,14,2015-08-22T11:08:29.426000
410,49,2015-08-22T11:09:28.207000
485,83,2015-08-22T11:10:26.990000
404,64,2015-08-22T11:11:25.774000
357,52,2015-08-22T11:12:24.556000
217,21,2015-08-22T11:13:23.340000
181,16,2015-08-22T11:14:22.122000
259,20,2015-08-22T11:15:20.904000
447,36,2015-08-22T11:16:19.686000
509,45,2015-08-22T11:17:18.466000
578,43,2015-08-22T11:18:17.247000
447,24,2015-08-22T11:19:16.028000
547,19,2015-08-22T11:20:14.811000
402,69,2015-08-22T11:21:13.592000
595,111,2015-08-22T11:22:12.374000
1379,55,2015-08-22T11:23:11.157000
2003,41,2015-08-22T11:24:09.940000
1896,26,2015-08-22T11:25:08.722000
1433,26,2015-08-22T11:26:07.507000
1021,19,2015-08-22T11:27:06.291000
1256,83,2015-08-22T11:28:05.074000
818,51,2015-08-22T11:29:03.858000
717,39,2015-08-22T11:30:02.642000
1416,96,2015-08-22T11:31:01.426000
2372,192,2015-08-22T11:32:00.207000
3024,210,2015-08-22T11:32:58.990000
4522,289,2015-08-22T11:33:57.774000
3401,265,2015-08-22T11:34:56.556000
3826,208,2015-08-22T11:35:55.338000
3950,82,2015-08-22T11:36:54.122000
3995,94,2015-08-22T11:37:52.907000
7368,128,2015-08-22T11:38:51.689000
3647,79,2015-08-22T11:39:50.473000
2483,59,2015-08-22T11:40:49.259000
2228,55,2015-08-22T11:41:48.043000
1510,36,2015-08-22T11:42:46.828000
2330,50,2015-08-22T11:43:45.614000
2538,82,2015-08-22T11:44:44.401000
1842,86,2015-08-22T11:45:43.188000
2205,82,2015-08-22T11:46:41.975000
2773,122,2015-08-22T11:47:40.760000
1313,58,2015-08-22T11:48:39.543000
804,39,2015-08-22T11:49:38.329000
869,35,2015-08-22T11:50:37.114000
2620,35,2015-08-22T11:51:35.901000
1644,19,2015-08-22T11:52:34.687000
1467,30,2015-08-22T11:53:33.472000
8134,66,2015-08-22T11:54:32.256000
8597,54,2015-08-22T11:55:31.042000
8323,56,2015-08-22T11:56:29.828000
4033,36,2015-08-22T11:57:28.614000
1470,28,2015-08-22T11:58:27.398000
973,21,2015-08-22T11:59:26.183000
1174,67,2015-08-22T12:00:24.969000
1168,69,2015-08-22T12:01:23.755000
