P2 ratio,P1 ratio,0.5um,1um,time (iso)
11.73,2.37,7279.29,684.23,2015-08-15T17:22:57.328000
9.73,0.50,6039.11,60.96,2015-08-15T17:24:01.107000
9.74,1.35,6044.42,297.69,2015-08-15T17:25:03.756000
8.74,0.60,5423.53,80.81,2015-08-15T17:26:06.098000
11.39,1.93,7068.65,511.41,2015-08-15T17:27:08.032000
8.89,0.78,5519.62,123.32,2015-08-15T17:28:10.154000
11.57,0.77,7179.29,121.60,2015-08-15T17:29:13.455000
10.07,1.11,6247.99,216.58,2015-08-15T17:30:15.739000
9.66,0.69,5997.81,102.46,2015-08-15T17:31:18.912000
9.77,0.64,6061.86,88.87,2015-08-15T17:32:21.970000
10.87,1.48,6744.96,343.87,2015-08-15T17:33:24.304000
10.37,0.60,6437.07,80.05,2015-08-15T17:34:27.051000
9.80,1.58,6083.45,378.61,2015-08-15T17:35:29.765000
9.95,1.10,6176.09,213.91,2015-08-15T17:36:32.454000
9.74,1.23,6043.39,257.22,2015-08-15T17:37:35.317000
10.79,0.72,6694.90,109.01,2015-08-15T17:38:37.589000
10.47,1.06,6498.22,201.11,2015-08-15T17:39:39.480000
14.29,0.68,8868.56,99.49,2015-08-15T17:40:41.699000
12.91,0.91,8013.04,157.56,2015-08-15T17:41:44.188000
11.87,0.98,7364.11,176.80,2015-08-15T17:42:46.825000
12.68,1.45,7867.04,333.13,2015-08-15T17:43:49.825000
13.83,1.92,8582.37,509.82,2015-08-15T17:44:52.200000
13.39,0.71,8310.62,106.62,2015-08-15T17:45:54.083000
13.75,1.37,8533.44,304.61,2015-08-15T17:46:57.551000
17.14,4.91,10638.47,3050.22,2015-08-15T17:47:59.687000
16.28,2.92,10102.28,882.44,2015-08-15T17:49:01.927000
14.30,4.87,8875.27,3023.09,2015-08-15T17:50:05.608000
9.18,2.04,5697.05,556.40,2015-08-15T17:51:08.351000
10.90,2.34,6761.59,671.73,2015-08-15T17:52:11.663000
11.86,1.01,7359.79,187.91,2015-08-15T17:53:15.012000
9.39,1.61,5828.63,391.70,2015-08-15T17:54:17.001000
12.49,2.31,7750.69,659.91,2015-08-15T17:55:20.768000
10.41,0.94,6457.92,166.89,2015-08-15T17:56:22.672000
11.32,1.20,7028.29,244.90,2015-08-15T17:57:24.461000
10.36,1.35,6430.78,296.51,2015-08-15T17:58:27.925000
10.04,1.16,6233.84,234.84,2015-08-15T17:59:29.746000
9.32,0.94,5781.69,165.37,2015-08-15T18:00:32.788000
9.08,0.93,5633.98,162.40,2015-08-15T18:01:35.105000
10.54,1.09,6541.94,210.31,2015-08-15T18:02:36.890000
9.56,0.85,5932.14,142.07,2015-08-15T18:03:39.227000
10.71,0.78,6644.15,123.62,2015-08-15T18:04:41.282000
11.79,0.36,7314.60,36.22,2015-08-15T18:05:44.693000
11.51,0.74,7141.16,113.61,2015-08-15T18:06:46.469000
9.92,1.02,6157.24,190.97,2015-08-15T18:07:49.974000
11.04,0.71,6851.92,106.24,2015-08-15T18:08:52.225000
10.07,0.28,6247.39,24.85,2015-08-15T18:09:54.354000
10.15,0.76,6299.19,118.08,2015-08-15T18:10:57.154000
10.44,0.90,6480.63,156.09,2015-08-15T18:11:59.537000
12.48,0.75,7743.13,114.89,2015-08-15T18:13:03.058000
12.58,3.00,7805.52,909.22,2015-08-15T18:14:05.744000
13.02,1.61,8082.34,391.16,2015-08-15T18:15:07.581000
14.88,2.28,9234.51,647.83,2015-08-15T18:16:09.887000
16.45,2.15,10207.73,598.92,2015-08-15T18:17:12.134000
10.69,1.85,6636.71,483.23,2015-08-15T18:18:13.906000
10.88,0.93,6753.78,163.46,2015-08-15T18:19:17.173000
11.34,1.64,7037.44,401.06,2015-08-15T18:20:19.130000
9.78,2.63,6070.92,778.72,2015-08-15T18:21:22.017000
11.05,0.51,6856.08,62.94,2015-08-15T18:22:25.398000
10.49,1.44,6510.88,329.18,2015-08-15T18:23:28.465000
12.37,1.03,7676.76,192.26,2015-08-15T18:24:32.216000
12.59,1.51,7813.24,355.15,2015-08-15T18:25:35.311000
13.12,1.13,8143.12,225.43,2015-08-15T18:26:38.549000
11.37,0.75,7055.18,116.63,2015-08-15T18:27:40.355000
10.61,1.16,6585.28,232.09,2015-08-15T18:28:42.770000
12.11,1.81,7516.67,466.88,2015-08-15T18:29:45.399000
12.70,1.62,7883.17,392.97,2015-08-15T18:30:48.629000
12.85,3.47,7975.86,1041.88,2015-08-15T18:31:50.913000
12.73,0.70,7897.84,104.38,2015-08-15T18:32:54.082000
10.16,1.65,6304.16,406.58,2015-08-15T18:33:57.210000
10.77,1.01,6686.09,187.56,2015-08-15T18:34:59.347000
11.14,1.26,6915.43,265.71,2015-08-15T18:36:02.446000
18.43,0.71,11438.43,105.65,2015-08-15T18:37:04.505000
13.00,1.14,8064.96,226.64,2015-08-15T18:38:07.531000
14.37,2.85,8919.38,857.85,2015-08-15T18:39:09.704000
11.77,1.52,7305.17,355.88,2015-08-15T18:40:11.649000
10.41,1.85,6458.50,482.69,2015-08-15T18:41:14.621000
9.36,1.53,5809.20,360.54,2015-08-15T18:42:16.852000
13.44,1.74,8339.96,439.33,2015-08-15T18:43:19.411000
9.63,0.74,5977.02,114.26,2015-08-15T18:44:22.666000
9.32,0.30,5781.18,28.20,2015-08-15T18:45:24.626000
10.72,0.77,6650.19,121.11,2015-08-15T18:46:27.415000
9.33,0.93,5792.85,163.09,2015-08-15T18:47:29.449000
8.71,1.04,5404.26,196.16,2015-08-15T18:48:31.631000
12.27,1.35,7614.99,297.66,2015-08-15T18:49:34.686000
10.44,1.13,6481.74,222.55,2015-08-15T18:50:37.113000
9.69,0.61,6013.38,83.73,2015-08-15T18:51:40.364000
8.40,0.69,5212.95,100.52,2015-08-15T18:52:42.095000
9.08,0.77,5634.94,121.45,2015-08-15T18:53:46.194000
8.90,1.83,5520.51,473.33,2015-08-15T18:54:48.880000
8.46,0.96,5247.55,171.93,2015-08-15T18:55:51.283000
8.14,0.46,5053.36,53.12,2015-08-15T18:56:54.394000
9.43,0.31,5850.93,29.59,2015-08-15T18:57:56.265000
9.08,0.65,5632.19,92.15,2015-08-15T18:58:59.020000
8.59,0.29,5329.32,26.08,2015-08-15T19:00:00.801000
9.85,0.37,6113.72,37.77,2015-08-15T19:01:03.473000
9.30,0.48,5770.63,56.55,2015-08-15T19:02:05.226000
9.32,0.63,5785.17,86.97,2015-08-15T19:03:08.620000
8.17,0.61,5069.32,83.97,2015-08-15T19:04:12.043000
9.09,0.60,5639.50,80.01,2015-08-15T19:05:14.380000
7.37,1.21,4575.59,251.38,2015-08-15T19:06:16.476000
8.83,0.88,5481.56,148.75,2015-08-15T19:07:19.928000
9.91,1.05,6151.92,200.33,2015-08-15T19:08:22.359000
9.48,0.87,5885.00,147.89,2015-08-15T19:09:24.906000
8.55,0.91,5309.11,157.23,2015-08-15T19:10:27.530000
9.64,1.27,5982.35,268.16,2015-08-15T19:11:29.908000
10.33,0.67,6409.24,97.23,2015-08-15T19:12:31.877000
11.40,0.27,7076.07,23.18,2015-08-15T19:13:34.677000
9.14,0.94,5669.99,166.52,2015-08-15T19:14:37.990000
8.64,0.34,5359.07,33.88,2015-08-15T19:15:41.322000
11.87,0.96,7364.86,171.30,2015-08-15T19:16:43.640000
9.10,0.65,5648.77,91.37,2015-08-15T19:17:46.448000
8.77,1.20,5440.14,245.30,2015-08-15T19:18:49.470000
13.65,0.75,8470.43,115.30,2015-08-15T19:19:52.205000
13.20,5.80,8189.97,3597.28,2015-08-15T19:20:55.021000
12.81,3.42,7949.07,1029.12,2015-08-15T19:21:57.470000
15.67,2.67,9725.36,794.15,2015-08-15T19:22:59.319000
16.02,5.03,9941.28,3122.45,2015-08-15T19:24:01.124000
13.47,2.55,8362.56,750.51,2015-08-15T19:25:04.449000
12.09,2.79,7505.85,838.24,2015-08-15T19:26:06.406000
11.39,3.67,7065.80,1085.38,2015-08-15T19:27:08.555000
11.17,3.03,6932.31,919.57,2015-08-15T19:28:10.388000
12.40,0.74,7694.92,112.27,2015-08-15T19:29:12.689000
8.72,0.65,5410.51,91.01,2015-08-15T19:30:15.825000
11.44,0.84,7099.16,138.96,2015-08-15T19:31:18.212000
11.24,1.13,6973.01,225.32,2015-08-15T19:32:20.074000
10.02,1.79,6220.50,456.75,2015-08-15T19:33:23.079000
9.61,1.06,5966.03,203.36,2015-08-15T19:34:24.934000
10.34,0.70,6417.79,104.41,2015-08-15T19:35:28.119000
8.30,1.00,5153.76,182.98,2015-08-15T19:36:29.985000
10.26,0.64,6369.73,88.72,2015-08-15T19:37:32.594000
10.51,0.79,6522.29,127.07,2015-08-15T19:38:34.845000
10.53,1.38,6535.40,307.49,2015-08-15T19:39:37.625000
9.02,2.44,5596.81,709.53,2015-08-15T19:40:40.904000
11.56,1.17,7174.78,236.99,2015-08-15T19:41:42.738000
10.49,1.92,6513.28,510.20,2015-08-15T19:42:45.919000
10.51,1.40,6519.65,314.82,2015-08-15T19:43:49.608000
12.45,0.87,7724.90,148.35,2015-08-15T19:44:52.707000
10.99,0.61,6818.41,83.02,2015-08-15T19:45:55.639000
9.17,1.07,5690.51,206.69,2015-08-15T19:46:57.825000
9.28,0.85,5760.27,141.60,2015-08-15T19:48:00.072000
11.25,1.10,6979.64,213.43,2015-08-15T19:49:02.700000
9.80,1.07,6079.56,206.46,2015-08-15T19:50:05.382000
8.14,0.68,5049.73,99.28,2015-08-15T19:51:07.236000
9.60,0.88,5957.36,149.30,2015-08-15T19:52:10.540000
9.07,0.90,5628.01,154.60,2015-08-15T19:53:12.828000
11.20,1.39,6951.47,309.57,2015-08-15T19:54:15.821000
10.27,0.60,6371.87,81.10,2015-08-15T19:55:19.302000
10.33,1.51,6413.35,355.30,2015-08-15T19:56:22.700000
10.96,0.50,6799.97,60.13,2015-08-15T19:57:25.456000
8.89,0.75,5514.51,116.88,2015-08-15T19:58:28.026000
9.34,1.08,5794.81,207.17,2015-08-15T19:59:29.991000
12.84,0.57,7965.64,74.06,2015-08-15T20:00:32.705000
9.21,1.20,5717.17,246.56,2015-08-15T20:01:35.415000
9.32,0.61,5783.05,82.70,2015-08-15T20:02:38.633000
9.77,1.10,6062.65,213.62,2015-08-15T20:03:40.672000
9.72,0.83,6032.17,137.48,2015-08-15T20:04:43.087000
9.79,0.87,6078.14,147.18,2015-08-15T20:05:45.306000
11.44,0.58,7096.80,77.61,2015-08-15T20:06:47.783000
8.79,0.78,5452.80,122.74,2015-08-15T20:07:50.538000
9.41,0.75,5837.75,115.16,2015-08-15T20:08:52.499000
12.59,0.98,7814.83,178.36,2015-08-15T20:09:54.648000
11.93,0.69,7404.89,101.72,2015-08-15T20:10:58.062000
11.94,0.52,7411.93,64.52,2015-08-15T20:12:00.371000
11.21,1.74,6958.97,439.08,2015-08-15T20:13:03.537000
9.58,0.88,5946.11,149.95,2015-08-15T20:14:05.448000
9.39,0.29,5824.60,25.84,2015-08-15T20:15:08.494000
10.49,1.56,6508.23,371.00,2015-08-15T20:16:11.675000
11.50,1.40,7134.22,315.87,2015-08-15T20:17:15.123000
9.89,1.40,6139.81,315.21,2015-08-15T20:18:17.817000
12.14,1.05,7533.45,198.84,2015-08-15T20:19:20.330000
12.74,2.34,7909.54,671.04,2015-08-15T20:20:23.749000
14.02,1.03,8701.19,194.32,2015-08-15T20:21:27.192000
10.27,2.56,6371.12,753.13,2015-08-15T20:22:29.890000
11.38,1.86,7061.01,487.30,2015-08-15T20:23:31.977000
15.55,1.60,9649.95,388.48,2015-08-15T20:24:34.872000
15.17,2.06,9414.54,563.37,2015-08-15T20:25:37.967000
15.06,2.56,9346.16,753.17,2015-08-15T20:26:39.862000
13.99,2.40,8680.33,694.67,2015-08-15T20:27:42.835000
15.28,1.16,9485.05,232.84,2015-08-15T20:28:45.180000
13.12,1.55,8141.69,367.61,2015-08-15T20:29:48.415000
15.36,1.80,9531.40,461.52,2015-08-15T20:30:50.244000
17.53,3.19,10880.08,968.59,2015-08-15T20:31:52.902000
13.75,1.84,8531.58,476.16,2015-08-15T20:32:56.410000
14.26,2.21,8852.16,619.38,2015-08-15T20:33:58.998000
16.27,3.58,10095.83,1066.70,2015-08-15T20:35:02.462000
11.50,2.52,7136.92,738.83,2015-08-15T20:36:04.197000
11.45,2.52,7103.18,739.02,2015-08-15T20:37:06.330000
10.38,2.45,6444.40,711.97,2015-08-15T20:38:09.048000
15.73,1.61,9763.62,392.35,2015-08-15T20:39:12.307000
15.07,2.23,9355.15,630.17,2015-08-15T20:40:15.537000
12.53,2.09,7778.67,575.47,2015-08-15T20:41:17.559000
10.93,4.50,6782.13,2790.45,2015-08-15T20:42:19.913000
15.15,3.17,9404.84,961.43,2015-08-15T20:43:21.993000
20.01,1.91,12418.41,506.42,2015-08-15T20:44:24.388000
14.63,2.20,9077.36,616.49,2015-08-15T20:45:26.405000
