1um,5um,time (iso)
1111,271,2015-08-23T11:54:14.839000
2190,523,2015-08-23T11:55:13.613000
18789,7327,2015-08-23T11:56:12.392000
24604,10759,2015-08-23T11:57:11.178000
19973,7060,2015-08-23T11:58:09.945000
16794,5197,2015-08-23T11:59:08.723000
14806,4092,2015-08-23T12:00:07.504000
12347,2987,2015-08-23T12:01:06.279000
9222,1815,2015-08-23T12:02:05.054000
7185,1271,2015-08-23T12:03:03.832000
6266,988,2015-08-23T12:04:02.608000
5227,694,2015-08-23T12:05:01.385000
4148,499,2015-08-23T12:06:00.164000
3072,340,2015-08-23T12:06:58.941000
2349,215,2015-08-23T12:07:57.721000
1894,129,2015-08-23T12:08:56.498000
1673,97,2015-08-23T12:09:55.275000
1426,66,2015-08-23T12:10:54.054000
1000,61,2015-08-23T12:11:52.837000
727,55,2015-08-23T12:12:51.608000
605,41,2015-08-23T12:13:50.385000
506,39,2015-08-23T12:14:49.163000
380,31,2015-08-23T12:15:47.944000
280,22,2015-08-23T12:16:46.723000
232,29,2015-08-23T12:17:45.503000
207,26,2015-08-23T12:18:44.280000
176,21,2015-08-23T12:19:43.059000
232,33,2015-08-23T12:20:41.838000
416,57,2015-08-23T12:21:40.617000
697,65,2015-08-23T12:22:39.399000
588,57,2015-08-23T12:23:38.181000
1800,126,2015-08-23T12:24:36.959000
1511,130,2015-08-23T12:25:35.739000
1450,117,2015-08-23T12:26:34.520000
1149,112,2015-08-23T12:27:33.299000
1383,138,2015-08-23T12:28:32.077000
1635,197,2015-08-23T12:29:30.857000
2897,400,2015-08-23T12:30:29.637000
2840,396,2015-08-23T12:31:28.414000
3281,416,2015-08-23T12:32:27.193000
3512,435,2015-08-23T12:33:25.972000
2883,350,2015-08-23T12:34:24.754000
2578,311,2015-08-23T12:35:23.537000
2246,238,2015-08-23T12:36:22.318000
2051,214,2015-08-23T12:37:21.103000
1920,201,2015-08-23T12:38:19.886000
1629,178,2015-08-23T12:39:18.670000
1616,177,2015-08-23T12:40:17.454000
1824,199,2015-08-23T12:41:16.237000
1712,211,2015-08-23T12:42:15.019000
1427,176,2015-08-23T12:43:13.802000
1167,130,2015-08-23T12:44:12.586000
485,51,2015-08-23T12:45:11.366000
346,37,2015-08-23T12:46:10.150000
272,34,2015-08-23T12:47:08.934000
217,31,2015-08-23T12:48:07.716000
206,24,2015-08-23T12:49:06.500000
206,30,2015-08-23T12:50:05.283000
179,25,2015-08-23T12:51:04.067000
159,22,2015-08-23T12:52:02.852000
161,26,2015-08-23T12:53:01.638000
159,24,2015-08-23T12:54:00.423000
152,24,2015-08-23T12:54:59.208000
149,20,2015-08-23T12:55:57.995000
137,22,2015-08-23T12:56:56.776000
115,15,2015-08-23T12:57:55.560000
109,13,2015-08-23T12:58:54.345000
130,17,2015-08-23T12:59:53.127000
161,17,2015-08-23T13:00:51.910000
186,25,2015-08-23T13:01:50.694000
264,37,2015-08-23T13:02:49.476000
350,53,2015-08-23T13:03:48.260000
1146,182,2015-08-23T13:04:47.045000
1707,245,2015-08-23T13:05:45.827000
2530,279,2015-08-23T13:06:44.611000
2318,256,2015-08-23T13:07:43.395000
2373,244,2015-08-23T13:08:42.180000
2924,279,2015-08-23T13:09:40.964000
2140,218,2015-08-23T13:10:39.747000
1706,150,2015-08-23T13:11:38.532000
1187,102,2015-08-23T13:12:37.315000
856,72,2015-08-23T13:13:36.096000
530,45,2015-08-23T13:14:34.878000
406,38,2015-08-23T13:15:33.660000
300,26,2015-08-23T13:16:32.445000
242,21,2015-08-23T13:17:31.229000
177,14,2015-08-23T13:18:30.012000
145,14,2015-08-23T13:19:28.794000
153,24,2015-08-23T13:20:27.577000
159,28,2015-08-23T13:21:26.358000
184,33,2015-08-23T13:22:25.141000
153,29,2015-08-23T13:23:23.921000
147,27,2015-08-23T13:24:22.704000
159,29,2015-08-23T13:25:21.484000
140,27,2015-08-23T13:26:20.265000
