P2 ratio,P1 ratio,0.5um,1um,time (iso)
44.65,26.23,27709.27,16278.21,2015-08-22T17:36:12.111000
41.85,28.75,25975.38,17842.02,2015-08-22T17:37:14.183000
41.74,30.16,25904.21,18715.14,2015-08-22T17:38:16.147000
19.49,13.24,12095.63,8215.60,2015-08-22T17:39:17.891000
20.51,9.16,12729.93,5685.40,2015-08-22T17:40:21.191000
47.84,20.97,29687.26,13016.56,2015-08-22T17:41:23.119000
32.01,21.53,19867.04,13359.03,2015-08-22T17:42:24.776000
36.15,15.90,22434.58,9866.28,2015-08-22T17:43:27.371000
36.80,22.17,22838.97,13761.28,2015-08-22T17:44:29.849000
32.45,14.71,20141.21,9131.12,2015-08-22T17:45:31.777000
41.41,24.40,25698.65,15143.17,2015-08-22T17:46:34.507000
40.44,6.92,25096.20,4294.04,2015-08-22T17:47:36.640000
48.85,18.39,30313.89,11415.64,2015-08-22T17:48:38.506000
40.98,28.39,25432.31,17618.91,2015-08-22T17:49:40.479000
24.19,23.90,15011.44,14831.17,2015-08-22T17:50:43.231000
24.96,2.89,15493.32,872.38,2015-08-22T17:51:45.093000
29.94,3.42,18581.42,1030.26,2015-08-22T17:52:47.009000
23.97,7.04,14876.30,4367.39,2015-08-22T17:53:49.633000
33.93,40.16,21057.38,24924.19,2015-08-22T17:54:51.504000
28.29,17.60,17557.55,10924.78,2015-08-22T17:55:53.505000
37.94,15.60,23544.56,9680.11,2015-08-22T17:56:55.367000
24.54,19.37,15232.22,12023.26,2015-08-22T17:57:57.197000
43.11,17.40,26752.16,10799.27,2015-08-22T17:58:59.260000
29.48,15.71,18297.48,9749.60,2015-08-22T18:00:00.950000
19.95,4.15,12378.71,2575.63,2015-08-22T18:01:03.370000
20.65,12.24,12812.72,7594.32,2015-08-22T18:02:06.199000
30.81,3.31,19121.18,1001.16,2015-08-22T18:03:08.442000
18.11,7.03,11238.65,4364.22,2015-08-22T18:04:10.497000
