1um,5um,time (iso)
124,9,2015-08-16T12:57:10.888000
124,6,2015-08-16T12:58:09.679000
129,6,2015-08-16T12:59:08.470000
125,8,2015-08-16T13:00:07.263000
122,6,2015-08-16T13:01:06.054000
125,7,2015-08-16T13:02:04.847000
115,6,2015-08-16T13:03:03.645000
120,8,2015-08-16T13:04:02.439000
122,8,2015-08-16T13:05:01.235000
113,9,2015-08-16T13:06:00.030000
119,7,2015-08-16T13:06:58.827000
107,7,2015-08-16T13:07:57.623000
117,6,2015-08-16T13:08:56.419000
107,5,2015-08-16T13:09:55.214000
114,8,2015-08-16T13:10:54.014000
112,8,2015-08-16T13:11:52.815000
105,6,2015-08-16T13:12:51.612000
119,6,2015-08-16T13:13:50.413000
114,7,2015-08-16T13:14:49.214000
128,11,2015-08-16T13:15:48.017000
107,8,2015-08-16T13:16:46.815000
110,8,2015-08-16T13:17:45.614000
114,9,2015-08-16T13:18:44.415000
115,8,2015-08-16T13:19:43.217000
119,9,2015-08-16T13:20:42.014000
119,7,2015-08-16T13:21:40.813000
114,7,2015-08-16T13:22:39.608000
133,8,2015-08-16T13:23:38.408000
115,5,2015-08-16T13:24:37.208000
124,9,2015-08-16T13:25:36.007000
122,9,2015-08-16T13:26:34.808000
114,6,2015-08-16T13:27:33.612000
116,5,2015-08-16T13:28:32.412000
111,7,2015-08-16T13:29:31.213000
111,5,2015-08-16T13:30:30.013000
119,6,2015-08-16T13:31:28.814000
107,7,2015-08-16T13:32:27.616000
112,7,2015-08-16T13:33:26.418000
106,7,2015-08-16T13:34:25.219000
113,6,2015-08-16T13:35:24.018000
114,7,2015-08-16T13:36:22.819000
104,6,2015-08-16T13:37:21.620000
110,7,2015-08-16T13:38:20.422000
107,7,2015-08-16T13:39:19.224000
109,8,2015-08-16T13:40:18.030000
106,5,2015-08-16T13:41:16.832000
118,8,2015-08-16T13:42:15.632000
109,6,2015-08-16T13:43:14.436000
106,7,2015-08-16T13:44:13.239000
107,4,2015-08-16T13:45:12.043000
113,7,2015-08-16T13:46:10.851000
103,6,2015-08-16T13:47:09.653000
103,7,2015-08-16T13:48:08.456000
98,6,2015-08-16T13:49:07.257000
101,7,2015-08-16T13:50:06.064000
133,14,2015-08-16T13:51:04.867000
150,16,2015-08-16T13:52:03.672000
121,12,2015-08-16T13:53:02.477000
139,13,2015-08-16T13:54:01.281000
159,20,2015-08-16T13:55:00.083000
151,19,2015-08-16T13:55:58.889000
133,12,2015-08-16T13:56:57.695000
166,27,2015-08-16T13:57:56.501000
270,55,2015-08-16T13:58:55.307000
338,68,2015-08-16T13:59:54.110000
110,9,2015-08-16T14:00:52.915000
181,27,2015-08-16T14:01:51.719000
297,59,2015-08-16T14:02:50.523000
138,16,2015-08-16T14:03:49.326000
276,47,2015-08-16T14:04:48.131000
269,52,2015-08-16T14:05:46.933000
141,14,2015-08-16T14:06:45.737000
154,19,2015-08-16T14:07:44.539000
271,49,2015-08-16T14:08:43.345000
353,77,2015-08-16T14:09:42.150000
441,96,2015-08-16T14:10:40.954000
252,39,2015-08-16T14:11:39.761000
230,36,2015-08-16T14:12:38.564000
242,40,2015-08-16T14:13:37.364000
244,41,2015-08-16T14:14:36.167000
297,57,2015-08-16T14:15:34.971000
253,38,2015-08-16T14:16:33.774000
305,50,2015-08-16T14:17:32.578000
450,79,2015-08-16T14:18:31.382000
197,23,2015-08-16T14:19:30.188000
408,71,2015-08-16T14:20:28.991000
404,60,2015-08-16T14:21:27.796000
586,31,2015-08-16T14:22:26.598000
602,44,2015-08-16T14:23:25.403000
363,30,2015-08-16T14:24:24.206000
337,24,2015-08-16T14:25:23.008000
521,39,2015-08-16T14:26:21.810000
922,64,2015-08-16T14:27:20.614000
403,35,2015-08-16T14:28:19.420000
342,24,2015-08-16T14:29:18.226000
236,9,2015-08-16T14:30:17.034000
204,10,2015-08-16T14:31:15.843000
178,11,2015-08-16T14:32:14.654000
166,10,2015-08-16T14:33:13.462000
774,105,2015-08-16T14:34:12.272000
778,83,2015-08-16T14:35:11.080000
1047,51,2015-08-16T14:36:09.890000
1067,60,2015-08-16T14:37:08.697000
1661,64,2015-08-16T14:38:07.506000
1925,75,2015-08-16T14:39:06.313000
1536,66,2015-08-16T14:40:05.124000
1148,64,2015-08-16T14:41:03.933000
556,15,2015-08-16T14:42:02.742000
763,25,2015-08-16T14:43:01.551000
647,34,2015-08-16T14:44:00.359000
372,23,2015-08-16T14:44:59.166000
1013,47,2015-08-16T14:45:57.974000
1451,95,2015-08-16T14:46:56.781000
1032,61,2015-08-16T14:47:55.590000
690,28,2015-08-16T14:48:54.398000
920,24,2015-08-16T14:49:53.206000
1126,26,2015-08-16T14:50:52.017000
910,48,2015-08-16T14:51:50.826000
902,42,2015-08-16T14:52:49.638000
669,33,2015-08-16T14:53:48.449000
451,17,2015-08-16T14:54:47.259000
439,22,2015-08-16T14:55:46.068000
530,24,2015-08-16T14:56:44.876000
494,22,2015-08-16T14:57:43.682000
366,21,2015-08-16T14:58:42.491000
645,58,2015-08-16T14:59:41.296000
580,44,2015-08-16T15:00:40.105000
629,48,2015-08-16T15:01:38.912000
448,33,2015-08-16T15:02:37.719000
322,24,2015-08-16T15:03:36.529000
251,13,2015-08-16T15:04:35.339000
420,40,2015-08-16T15:05:34.147000
285,30,2015-08-16T15:06:32.956000
214,19,2015-08-16T15:07:31.765000
291,41,2015-08-16T15:08:30.573000
193,19,2015-08-16T15:09:29.382000
475,92,2015-08-16T15:10:28.187000
224,30,2015-08-16T15:11:26.996000
258,32,2015-08-16T15:12:25.802000
259,32,2015-08-16T15:13:24.607000
237,29,2015-08-16T15:14:23.413000
249,30,2015-08-16T15:15:22.223000
150,13,2015-08-16T15:16:21.032000
158,11,2015-08-16T15:17:19.841000
153,12,2015-08-16T15:18:18.647000
239,36,2015-08-16T15:19:17.460000
184,21,2015-08-16T15:20:16.270000
236,33,2015-08-16T15:21:15.078000
222,26,2015-08-16T15:22:13.885000
503,107,2015-08-16T15:23:12.693000
273,42,2015-08-16T15:24:11.502000
251,34,2015-08-16T15:25:10.312000
447,37,2015-08-16T15:26:09.124000
941,89,2015-08-16T15:27:07.929000
823,117,2015-08-16T15:28:06.736000
996,159,2015-08-16T15:29:05.541000
367,30,2015-08-16T15:30:04.347000
276,24,2015-08-16T15:31:03.152000
705,150,2015-08-16T15:32:01.959000
701,132,2015-08-16T15:33:00.765000
872,182,2015-08-16T15:33:59.571000
430,79,2015-08-16T15:34:58.375000
204,25,2015-08-16T15:35:57.184000
203,27,2015-08-16T15:36:55.988000
258,40,2015-08-16T15:37:54.794000
739,133,2015-08-16T15:38:53.596000
632,69,2015-08-16T15:39:52.402000
478,61,2015-08-16T15:40:51.207000
918,144,2015-08-16T15:41:50.012000
812,45,2015-08-16T15:42:48.816000
405,26,2015-08-16T15:43:47.621000
622,58,2015-08-16T15:44:46.429000
564,36,2015-08-16T15:45:45.236000
1371,115,2015-08-16T15:46:44.041000
816,60,2015-08-16T15:47:42.841000
1841,181,2015-08-16T15:48:41.651000
1563,100,2015-08-16T15:49:40.456000
800,67,2015-08-16T15:50:39.258000
1295,159,2015-08-16T15:51:38.067000
1125,103,2015-08-16T15:52:36.873000
506,48,2015-08-16T15:53:35.678000
655,67,2015-08-16T15:54:34.485000
672,30,2015-08-16T15:55:33.290000
637,34,2015-08-16T15:56:32.095000
582,42,2015-08-16T15:57:30.896000
588,36,2015-08-16T15:58:29.699000
605,85,2015-08-16T15:59:28.501000
1215,120,2015-08-16T16:00:27.307000
969,80,2015-08-16T16:01:26.108000
914,115,2015-08-16T16:02:24.912000
927,104,2015-08-16T16:03:23.718000
553,37,2015-08-16T16:04:22.519000
657,53,2015-08-16T16:05:21.321000
668,77,2015-08-16T16:06:20.125000
770,91,2015-08-16T16:07:18.925000
714,76,2015-08-16T16:08:17.727000
344,27,2015-08-16T16:09:16.531000
545,100,2015-08-16T16:10:15.337000
306,29,2015-08-16T16:11:14.142000
439,57,2015-08-16T16:12:12.946000
326,32,2015-08-16T16:13:11.750000
283,31,2015-08-16T16:14:10.554000
291,39,2015-08-16T16:15:09.360000
192,20,2015-08-16T16:16:08.164000
172,16,2015-08-16T16:17:06.969000
165,13,2015-08-16T16:18:05.774000
157,17,2015-08-16T16:19:04.578000
194,24,2015-08-16T16:20:03.383000
257,44,2015-08-16T16:21:02.184000
326,64,2015-08-16T16:22:00.985000
290,31,2015-08-16T16:22:59.788000
421,34,2015-08-16T16:23:58.589000
376,32,2015-08-16T16:24:57.389000
487,45,2015-08-16T16:25:56.189000
697,74,2015-08-16T16:26:54.992000
727,83,2015-08-16T16:27:53.792000
791,87,2015-08-16T16:28:52.594000
738,58,2015-08-16T16:29:51.397000
686,45,2015-08-16T16:30:50.201000
847,54,2015-08-16T16:31:49.006000
616,36,2015-08-16T16:32:47.811000
970,65,2015-08-16T16:33:46.618000
1392,93,2015-08-16T16:34:45.422000
1208,79,2015-08-16T16:35:44.224000
1132,50,2015-08-16T16:36:43.033000
1096,57,2015-08-16T16:37:41.837000
1456,137,2015-08-16T16:38:40.641000
1894,109,2015-08-16T16:39:39.446000
1946,107,2015-08-16T16:40:38.248000
1997,123,2015-08-16T16:41:37.051000
1307,87,2015-08-16T16:42:35.850000
890,67,2015-08-16T16:43:34.650000
923,71,2015-08-16T16:44:33.452000
979,62,2015-08-16T16:45:32.255000
1067,93,2015-08-16T16:46:31.055000
957,83,2015-08-16T16:47:29.857000
624,42,2015-08-16T16:48:28.660000
613,42,2015-08-16T16:49:27.460000
539,45,2015-08-16T16:50:26.257000
611,68,2015-08-16T16:51:25.055000
865,194,2015-08-16T16:52:23.857000
284,30,2015-08-16T16:53:22.658000
255,24,2015-08-16T16:54:21.460000
169,12,2015-08-16T16:55:20.262000
150,13,2015-08-16T16:56:19.063000
139,10,2015-08-16T16:57:17.862000
170,14,2015-08-16T16:58:16.661000
157,13,2015-08-16T16:59:15.458000
180,14,2015-08-16T17:00:14.253000
226,20,2015-08-16T17:01:13.052000
359,31,2015-08-16T17:02:11.851000
390,40,2015-08-16T17:03:10.650000
469,82,2015-08-16T17:04:09.449000
304,26,2015-08-16T17:05:08.248000
451,39,2015-08-16T17:06:07.048000
356,25,2015-08-16T17:07:05.847000
208,14,2015-08-16T17:08:04.647000
331,43,2015-08-16T17:09:03.446000
205,18,2015-08-16T17:10:02.243000
187,14,2015-08-16T17:11:01.039000
152,13,2015-08-16T17:11:59.837000
156,12,2015-08-16T17:12:58.635000
142,12,2015-08-16T17:13:57.433000
148,10,2015-08-16T17:14:56.230000
202,32,2015-08-16T17:15:55.027000
243,42,2015-08-16T17:16:53.827000
149,15,2015-08-16T17:17:52.622000
140,12,2015-08-16T17:18:51.418000
140,9,2015-08-16T17:19:50.213000
282,50,2015-08-16T17:20:49.008000
349,53,2015-08-16T17:21:47.803000
290,53,2015-08-16T17:22:46.595000
682,154,2015-08-16T17:23:45.394000
492,105,2015-08-16T17:24:44.186000
302,50,2015-08-16T17:25:42.982000
436,85,2015-08-16T17:26:41.778000
400,84,2015-08-16T17:27:40.576000
252,23,2015-08-16T17:28:39.375000
491,26,2015-08-16T17:29:38.174000
959,50,2015-08-16T17:30:36.969000
1089,86,2015-08-16T17:31:35.768000
1626,160,2015-08-16T17:32:34.563000
901,90,2015-08-16T17:33:33.356000
1115,64,2015-08-16T17:34:32.154000
1216,64,2015-08-16T17:35:30.952000
880,53,2015-08-16T17:36:29.748000
1261,85,2015-08-16T17:37:28.547000
1822,92,2015-08-16T17:38:27.345000
2019,72,2015-08-16T17:39:26.141000
1152,54,2015-08-16T17:40:24.936000
800,44,2015-08-16T17:41:23.733000
1163,70,2015-08-16T17:42:22.532000
878,32,2015-08-16T17:43:21.331000
1118,38,2015-08-16T17:44:20.129000
1105,37,2015-08-16T17:45:18.926000
1586,104,2015-08-16T17:46:17.726000
3033,229,2015-08-16T17:47:16.521000
1567,100,2015-08-16T17:48:15.319000
1046,57,2015-08-16T17:49:14.110000
911,52,2015-08-16T17:50:12.903000
2287,129,2015-08-16T17:51:11.696000
1858,73,2015-08-16T17:52:10.491000
1672,42,2015-08-16T17:53:09.288000
1905,59,2015-08-16T17:54:08.086000
1940,75,2015-08-16T17:55:06.882000
1726,89,2015-08-16T17:56:05.677000
1538,145,2015-08-16T17:57:04.474000
1352,170,2015-08-16T17:58:03.270000
1464,197,2015-08-16T17:59:02.065000
1859,172,2015-08-16T18:00:00.860000
2431,195,2015-08-16T18:00:59.653000
2254,195,2015-08-16T18:01:58.446000
2459,191,2015-08-16T18:02:57.238000
2046,167,2015-08-16T18:03:56.032000
1088,89,2015-08-16T18:04:54.828000
873,67,2015-08-16T18:05:53.621000
818,68,2015-08-16T18:06:52.414000
874,65,2015-08-16T18:07:51.207000
497,36,2015-08-16T18:08:50.005000
1114,80,2015-08-16T18:09:48.799000
1035,77,2015-08-16T18:10:47.591000
1177,82,2015-08-16T18:11:46.382000
901,57,2015-08-16T18:12:45.173000
1138,79,2015-08-16T18:13:43.965000
1412,94,2015-08-16T18:14:42.755000
738,66,2015-08-16T18:15:41.541000
2046,193,2015-08-16T18:16:40.331000
1244,104,2015-08-16T18:17:39.125000
931,82,2015-08-16T18:18:37.910000
1278,103,2015-08-16T18:19:36.701000
1546,108,2015-08-16T18:20:35.492000
2065,134,2015-08-16T18:21:34.285000
2456,166,2015-08-16T18:22:33.076000
1234,80,2015-08-16T18:23:31.866000
974,60,2015-08-16T18:24:30.656000
928,63,2015-08-16T18:25:29.451000
657,44,2015-08-16T18:26:28.243000
1128,82,2015-08-16T18:27:27.035000
1665,119,2015-08-16T18:28:25.826000
3016,229,2015-08-16T18:29:24.617000
2683,192,2015-08-16T18:30:23.407000
2413,172,2015-08-16T18:31:22.199000
1743,128,2015-08-16T18:32:20.991000
1581,98,2015-08-16T18:33:19.781000
1924,142,2015-08-16T18:34:18.575000
2151,148,2015-08-16T18:35:17.364000
2800,168,2015-08-16T18:36:16.159000
3440,204,2015-08-16T18:37:14.953000
3395,194,2015-08-16T18:38:13.745000
4949,353,2015-08-16T18:39:12.540000
3046,204,2015-08-16T18:40:11.333000
2647,155,2015-08-16T18:41:10.129000
2587,159,2015-08-16T18:42:08.916000
2982,189,2015-08-16T18:43:07.706000
621,32,2015-08-16T18:44:06.497000
2618,185,2015-08-16T18:45:05.293000
1069,51,2015-08-16T18:46:04.088000
2377,155,2015-08-16T18:47:02.882000
4486,406,2015-08-16T18:48:01.671000
4329,382,2015-08-16T18:49:00.462000
5734,535,2015-08-16T18:49:59.254000
1165,137,2015-08-16T18:50:58.046000
1130,128,2015-08-16T18:51:56.835000
1259,118,2015-08-16T18:52:55.622000
1090,138,2015-08-16T18:53:54.411000
997,108,2015-08-16T18:54:53.201000
819,86,2015-08-16T18:55:51.991000
1603,359,2015-08-16T18:56:50.782000
1057,184,2015-08-16T18:57:49.573000
794,99,2015-08-16T18:58:48.361000
1060,150,2015-08-16T18:59:47.149000
1037,158,2015-08-16T19:00:45.940000
896,125,2015-08-16T19:01:44.731000
516,60,2015-08-16T19:02:43.519000
711,75,2015-08-16T19:03:42.307000
522,58,2015-08-16T19:04:41.094000
439,43,2015-08-16T19:05:39.881000
351,37,2015-08-16T19:06:38.668000
235,20,2015-08-16T19:07:37.457000
260,24,2015-08-16T19:08:36.246000
289,24,2015-08-16T19:09:35.036000
314,28,2015-08-16T19:10:33.827000
359,26,2015-08-16T19:11:32.611000
418,35,2015-08-16T19:12:31.395000
399,28,2015-08-16T19:13:30.179000
401,30,2015-08-16T19:14:28.963000
369,29,2015-08-16T19:15:27.749000
353,27,2015-08-16T19:16:26.534000
314,21,2015-08-16T19:17:25.319000
286,18,2015-08-16T19:18:24.104000
283,20,2015-08-16T19:19:22.888000
281,23,2015-08-16T19:20:21.672000
272,20,2015-08-16T19:21:20.456000
253,17,2015-08-16T19:22:19.241000
245,14,2015-08-16T19:23:18.027000
251,13,2015-08-16T19:24:16.809000
234,17,2015-08-16T19:25:15.592000
230,16,2015-08-16T19:26:14.376000
218,19,2015-08-16T19:27:13.160000
224,15,2015-08-16T19:28:11.946000
222,16,2015-08-16T19:29:10.730000
221,17,2015-08-16T19:30:09.514000
212,16,2015-08-16T19:31:08.297000
224,15,2015-08-16T19:32:07.078000
218,15,2015-08-16T19:33:05.856000
196,13,2015-08-16T19:34:04.638000
212,14,2015-08-16T19:35:03.421000
204,15,2015-08-16T19:36:02.205000
205,11,2015-08-16T19:37:00.987000
200,11,2015-08-16T19:37:59.767000
201,11,2015-08-16T19:38:58.546000
197,11,2015-08-16T19:39:57.323000
189,9,2015-08-16T19:40:56.098000
204,11,2015-08-16T19:41:54.878000
206,11,2015-08-16T19:42:53.655000
188,9,2015-08-16T19:43:52.433000
190,10,2015-08-16T19:44:51.211000
188,12,2015-08-16T19:45:49.987000
196,10,2015-08-16T19:46:48.763000
