1um,5um,time (iso)
682,154,2015-08-18T12:10:14.821000
674,140,2015-08-18T12:11:13.565000
718,139,2015-08-18T12:12:12.307000
1061,266,2015-08-18T12:13:11.053000
1090,271,2015-08-18T12:14:09.795000
1459,388,2015-08-18T12:15:08.538000
1960,545,2015-08-18T12:16:07.280000
1899,515,2015-08-18T12:17:06.024000
1759,461,2015-08-18T12:18:04.766000
1273,318,2015-08-18T12:19:03.507000
1037,234,2015-08-18T12:20:02.251000
985,212,2015-08-18T12:21:00.993000
736,141,2015-08-18T12:21:59.737000
441,61,2015-08-18T12:22:58.480000
472,62,2015-08-18T12:23:57.225000
406,52,2015-08-18T12:24:55.968000
362,43,2015-08-18T12:25:54.711000
341,37,2015-08-18T12:26:53.456000
319,32,2015-08-18T12:27:52.199000
286,28,2015-08-18T12:28:50.941000
282,25,2015-08-18T12:29:49.685000
294,26,2015-08-18T12:30:48.428000
308,23,2015-08-18T12:31:47.171000
316,27,2015-08-18T12:32:45.912000
265,20,2015-08-18T12:33:44.654000
280,20,2015-08-18T12:34:43.395000
297,21,2015-08-18T12:35:42.138000
286,20,2015-08-18T12:36:40.879000
296,20,2015-08-18T12:37:39.622000
282,21,2015-08-18T12:38:38.364000
291,19,2015-08-18T12:39:37.106000
252,13,2015-08-18T12:40:35.851000
237,11,2015-08-18T12:41:34.595000
236,8,2015-08-18T12:42:33.339000
251,14,2015-08-18T12:43:32.086000
295,23,2015-08-18T12:44:30.832000
336,26,2015-08-18T12:45:29.577000
361,32,2015-08-18T12:46:28.327000
379,26,2015-08-18T12:47:27.070000
358,18,2015-08-18T12:48:25.814000
373,18,2015-08-18T12:49:24.559000
338,14,2015-08-18T12:50:23.308000
311,13,2015-08-18T12:51:22.053000
299,16,2015-08-18T12:52:20.800000
300,15,2015-08-18T12:53:19.545000
305,19,2015-08-18T12:54:18.293000
272,14,2015-08-18T12:55:17.039000
250,16,2015-08-18T12:56:15.787000
244,16,2015-08-18T12:57:14.533000
280,24,2015-08-18T12:58:13.280000
284,25,2015-08-18T12:59:12.027000
259,23,2015-08-18T13:00:10.775000
278,20,2015-08-18T13:01:09.523000
255,19,2015-08-18T13:02:08.269000
240,19,2015-08-18T13:03:07.016000
245,17,2015-08-18T13:04:05.765000
230,17,2015-08-18T13:05:04.511000
226,19,2015-08-18T13:06:03.257000
227,16,2015-08-18T13:07:02.004000
232,22,2015-08-18T13:08:00.754000
228,18,2015-08-18T13:08:59.502000
205,15,2015-08-18T13:09:58.248000
202,14,2015-08-18T13:10:56.996000
204,14,2015-08-18T13:11:55.745000
213,17,2015-08-18T13:12:54.493000
207,12,2015-08-18T13:13:53.238000
205,17,2015-08-18T13:14:51.984000
212,14,2015-08-18T13:15:50.731000
205,11,2015-08-18T13:16:49.478000
211,15,2015-08-18T13:17:48.224000
202,13,2015-08-18T13:18:46.971000
210,12,2015-08-18T13:19:45.716000
200,12,2015-08-18T13:20:44.463000
200,10,2015-08-18T13:21:43.210000
203,11,2015-08-18T13:22:41.956000
218,17,2015-08-18T13:23:40.701000
228,26,2015-08-18T13:24:39.446000
232,23,2015-08-18T13:25:38.193000
200,17,2015-08-18T13:26:36.939000
200,12,2015-08-18T13:27:35.686000
223,24,2015-08-18T13:28:34.433000
254,42,2015-08-18T13:29:33.182000
236,32,2015-08-18T13:30:31.927000
209,19,2015-08-18T13:31:30.673000
205,20,2015-08-18T13:32:29.419000
197,13,2015-08-18T13:33:28.165000
192,12,2015-08-18T13:34:26.909000
205,14,2015-08-18T13:35:25.653000
208,15,2015-08-18T13:36:24.398000
201,12,2015-08-18T13:37:23.143000
185,9,2015-08-18T13:38:21.886000
186,13,2015-08-18T13:39:20.634000
205,14,2015-08-18T13:40:19.381000
204,22,2015-08-18T13:41:18.127000
182,14,2015-08-18T13:42:16.873000
172,11,2015-08-18T13:43:15.618000
185,13,2015-08-18T13:44:14.365000
223,31,2015-08-18T13:45:13.109000
278,49,2015-08-18T13:46:11.856000
221,25,2015-08-18T13:47:10.601000
261,36,2015-08-18T13:48:09.349000
344,58,2015-08-18T13:49:08.093000
384,61,2015-08-18T13:50:06.842000
402,77,2015-08-18T13:51:05.590000
373,61,2015-08-18T13:52:04.338000
280,38,2015-08-18T13:53:03.087000
355,47,2015-08-18T13:54:01.834000
388,35,2015-08-18T13:55:00.580000
418,30,2015-08-18T13:55:59.329000
386,34,2015-08-18T13:56:58.081000
311,34,2015-08-18T13:57:56.830000
309,34,2015-08-18T13:58:55.582000
301,35,2015-08-18T13:59:54.333000
295,35,2015-08-18T14:00:53.082000
264,23,2015-08-18T14:01:51.831000
282,21,2015-08-18T14:02:50.582000
275,28,2015-08-18T14:03:49.334000
599,27,2015-08-18T14:04:48.087000
529,23,2015-08-18T14:05:46.836000
756,46,2015-08-18T14:06:45.588000
979,40,2015-08-18T14:07:44.338000
967,56,2015-08-18T14:08:43.087000
1112,44,2015-08-18T14:09:41.836000
1075,53,2015-08-18T14:10:40.587000
951,41,2015-08-18T14:11:39.335000
909,84,2015-08-18T14:12:38.084000
775,69,2015-08-18T14:13:36.833000
624,45,2015-08-18T14:14:35.581000
496,27,2015-08-18T14:15:34.330000
445,30,2015-08-18T14:16:33.077000
456,33,2015-08-18T14:17:31.828000
507,35,2015-08-18T14:18:30.577000
601,73,2015-08-18T14:19:29.325000
635,89,2015-08-18T14:20:28.073000
757,155,2015-08-18T14:21:26.827000
1193,131,2015-08-18T14:22:25.578000
1071,118,2015-08-18T14:23:24.328000
1109,133,2015-08-18T14:24:23.075000
791,105,2015-08-18T14:25:21.822000
615,80,2015-08-18T14:26:20.570000
628,60,2015-08-18T14:27:19.322000
603,46,2015-08-18T14:28:18.069000
723,67,2015-08-18T14:29:16.820000
1005,51,2015-08-18T14:30:15.568000
886,37,2015-08-18T14:31:14.316000
649,45,2015-08-18T14:32:13.063000
673,103,2015-08-18T14:33:11.815000
654,100,2015-08-18T14:34:10.565000
656,65,2015-08-18T14:35:09.313000
790,48,2015-08-18T14:36:08.059000
775,43,2015-08-18T14:37:06.807000
696,48,2015-08-18T14:38:05.558000
694,40,2015-08-18T14:39:04.306000
634,45,2015-08-18T14:40:03.054000
651,55,2015-08-18T14:41:01.803000
717,70,2015-08-18T14:42:00.552000
773,59,2015-08-18T14:42:59.301000
674,52,2015-08-18T14:43:58.053000
883,63,2015-08-18T14:44:56.804000
1414,120,2015-08-18T14:45:55.557000
1232,128,2015-08-18T14:46:54.307000
1665,176,2015-08-18T14:47:53.058000
2104,202,2015-08-18T14:48:51.808000
2270,222,2015-08-18T14:49:50.557000
1952,196,2015-08-18T14:50:49.305000
1706,146,2015-08-18T14:51:48.053000
1485,118,2015-08-18T14:52:46.800000
1241,106,2015-08-18T14:53:45.548000
1196,117,2015-08-18T14:54:44.297000
1415,120,2015-08-18T14:55:43.046000
2074,180,2015-08-18T14:56:41.795000
2312,201,2015-08-18T14:57:40.542000
6212,613,2015-08-18T14:58:39.292000
3599,316,2015-08-18T14:59:38.042000
2611,210,2015-08-18T15:00:36.793000
2877,225,2015-08-18T15:01:35.544000
2914,199,2015-08-18T15:02:34.296000
2661,172,2015-08-18T15:03:33.046000
2231,143,2015-08-18T15:04:31.795000
1927,121,2015-08-18T15:05:30.546000
2165,492,2015-08-18T15:06:29.297000
2098,463,2015-08-18T15:07:28.046000
1883,457,2015-08-18T15:08:26.796000
1247,233,2015-08-18T15:09:25.546000
1140,199,2015-08-18T15:10:24.296000
809,110,2015-08-18T15:11:23.045000
652,84,2015-08-18T15:12:21.794000
570,63,2015-08-18T15:13:20.546000
479,51,2015-08-18T15:14:19.298000
412,49,2015-08-18T15:15:18.051000
407,46,2015-08-18T15:16:16.801000
408,52,2015-08-18T15:17:15.552000
1678,135,2015-08-18T15:18:14.305000
2563,164,2015-08-18T15:19:13.057000
1725,116,2015-08-18T15:20:11.809000
2472,153,2015-08-18T15:21:10.561000
1588,101,2015-08-18T15:22:09.315000
835,55,2015-08-18T15:23:08.067000
507,46,2015-08-18T15:24:06.821000
437,35,2015-08-18T15:25:05.576000
570,33,2015-08-18T15:26:04.333000
766,52,2015-08-18T15:27:03.089000
917,63,2015-08-18T15:28:01.841000
2406,198,2015-08-18T15:29:00.600000
3149,249,2015-08-18T15:29:59.354000
3295,270,2015-08-18T15:30:58.108000
2635,209,2015-08-18T15:31:56.861000
2411,183,2015-08-18T15:32:55.617000
2535,167,2015-08-18T15:33:54.374000
2604,173,2015-08-18T15:34:53.124000
2440,147,2015-08-18T15:35:51.876000
2604,141,2015-08-18T15:36:50.628000
2172,114,2015-08-18T15:37:49.380000
3205,181,2015-08-18T15:38:48.132000
3097,148,2015-08-18T15:39:46.884000
3578,157,2015-08-18T15:40:45.637000
3151,149,2015-08-18T15:41:44.392000
3169,179,2015-08-18T15:42:43.143000
3182,248,2015-08-18T15:43:41.897000
3555,290,2015-08-18T15:44:40.651000
3163,269,2015-08-18T15:45:39.404000
3151,244,2015-08-18T15:46:38.157000
2205,142,2015-08-18T15:47:36.913000
1666,126,2015-08-18T15:48:35.667000
1039,99,2015-08-18T15:49:34.421000
5603,462,2015-08-18T15:50:33.177000
6403,558,2015-08-18T15:51:31.933000
3245,250,2015-08-18T15:52:30.687000
3589,271,2015-08-18T15:53:29.441000
1875,186,2015-08-18T15:54:28.195000
2777,205,2015-08-18T15:55:26.948000
3031,238,2015-08-18T15:56:25.703000
3531,260,2015-08-18T15:57:24.456000
5855,513,2015-08-18T15:58:23.210000
9815,1051,2015-08-18T15:59:21.963000
4727,310,2015-08-18T16:00:20.714000
4690,310,2015-08-18T16:01:19.465000
2498,161,2015-08-18T16:02:18.216000
2913,157,2015-08-18T16:03:16.969000
3277,173,2015-08-18T16:04:15.724000
2933,149,2015-08-18T16:05:14.477000
2268,134,2015-08-18T16:06:13.233000
1783,111,2015-08-18T16:07:11.989000
1598,81,2015-08-18T16:08:10.743000
1744,81,2015-08-18T16:09:09.499000
1524,71,2015-08-18T16:10:08.258000
1241,64,2015-08-18T16:11:07.014000
993,58,2015-08-18T16:12:05.770000
918,51,2015-08-18T16:13:04.524000
992,44,2015-08-18T16:14:03.280000
1271,50,2015-08-18T16:15:02.037000
1871,69,2015-08-18T16:16:00.791000
1835,70,2015-08-18T16:16:59.545000
2182,100,2015-08-18T16:17:58.302000
4243,242,2015-08-18T16:18:57.057000
3914,218,2015-08-18T16:19:55.811000
3667,249,2015-08-18T16:20:54.568000
7361,540,2015-08-18T16:21:53.322000
8851,1233,2015-08-18T16:22:52.078000
6589,686,2015-08-18T16:23:50.830000
12923,2194,2015-08-18T16:24:49.587000
13308,2315,2015-08-18T16:25:48.342000
17989,3750,2015-08-18T16:26:47.097000
13183,2010,2015-08-18T16:27:45.853000
19894,4843,2015-08-18T16:28:44.610000
15106,2603,2015-08-18T16:29:43.367000
16491,2879,2015-08-18T16:30:42.120000
14567,2185,2015-08-18T16:31:40.878000
13985,1937,2015-08-18T16:32:39.637000
11141,1309,2015-08-18T16:33:38.393000
8586,799,2015-08-18T16:34:37.145000
7280,615,2015-08-18T16:35:35.900000
7414,602,2015-08-18T16:36:34.654000
7249,465,2015-08-18T16:37:33.412000
6791,406,2015-08-18T16:38:32.167000
5912,377,2015-08-18T16:39:30.924000
6699,375,2015-08-18T16:40:29.680000
6380,399,2015-08-18T16:41:28.436000
5673,467,2015-08-18T16:42:27.195000
6256,661,2015-08-18T16:43:25.948000
5553,500,2015-08-18T16:44:24.705000
4661,260,2015-08-18T16:45:23.460000
3882,146,2015-08-18T16:46:22.215000
3263,117,2015-08-18T16:47:20.969000
3285,125,2015-08-18T16:48:19.722000
2863,110,2015-08-18T16:49:18.475000
2092,101,2015-08-18T16:50:17.229000
1493,65,2015-08-18T16:51:15.981000
1699,107,2015-08-18T16:52:14.738000
2580,121,2015-08-18T16:53:13.493000
3392,116,2015-08-18T16:54:12.251000
3713,116,2015-08-18T16:55:11.008000
4478,112,2015-08-18T16:56:09.765000
3438,95,2015-08-18T16:57:08.518000
3686,81,2015-08-18T16:58:07.273000
3742,82,2015-08-18T16:59:06.027000
3303,74,2015-08-18T17:00:04.781000
2937,97,2015-08-18T17:01:03.536000
2753,91,2015-08-18T17:02:02.290000
2773,80,2015-08-18T17:03:01.046000
2170,142,2015-08-18T17:03:59.804000
2188,112,2015-08-18T17:04:58.558000
1957,85,2015-08-18T17:05:57.311000
1602,80,2015-08-18T17:06:56.067000
1628,71,2015-08-18T17:07:54.823000
1438,65,2015-08-18T17:08:53.574000
1138,48,2015-08-18T17:09:52.326000
1037,58,2015-08-18T17:10:51.081000
1039,68,2015-08-18T17:11:49.835000
866,46,2015-08-18T17:12:48.590000
829,55,2015-08-18T17:13:47.346000
725,64,2015-08-18T17:14:46.101000
674,58,2015-08-18T17:15:44.857000
591,48,2015-08-18T17:16:43.612000
432,44,2015-08-18T17:17:42.367000
395,44,2015-08-18T17:18:41.123000
373,38,2015-08-18T17:19:39.877000
1813,216,2015-08-18T17:20:38.637000
6231,768,2015-08-18T17:21:37.390000
3231,330,2015-08-18T17:22:36.143000
1731,162,2015-08-18T17:23:34.896000
1977,166,2015-08-18T17:24:33.647000
3420,303,2015-08-18T17:25:32.400000
3960,395,2015-08-18T17:26:31.152000
2839,253,2015-08-18T17:27:29.905000
2335,144,2015-08-18T17:28:28.656000
2064,120,2015-08-18T17:29:27.410000
2070,158,2015-08-18T17:30:26.160000
2731,233,2015-08-18T17:31:24.914000
2049,189,2015-08-18T17:32:23.666000
2044,169,2015-08-18T17:33:22.419000
2179,152,2015-08-18T17:34:21.171000
1695,111,2015-08-18T17:35:19.925000
1526,110,2015-08-18T17:36:18.677000
977,94,2015-08-18T17:37:17.427000
786,104,2015-08-18T17:38:16.181000
569,63,2015-08-18T17:39:14.934000
556,50,2015-08-18T17:40:13.687000
700,57,2015-08-18T17:41:12.443000
742,54,2015-08-18T17:42:11.199000
986,118,2015-08-18T17:43:09.955000
835,106,2015-08-18T17:44:08.708000
783,84,2015-08-18T17:45:07.462000
927,85,2015-08-18T17:46:06.218000
876,96,2015-08-18T17:47:04.970000
835,109,2015-08-18T17:48:03.725000
720,87,2015-08-18T17:49:02.476000
593,60,2015-08-18T17:50:01.230000
620,70,2015-08-18T17:50:59.982000
595,62,2015-08-18T17:51:58.733000
573,69,2015-08-18T17:52:57.485000
767,82,2015-08-18T17:53:56.237000
805,87,2015-08-18T17:54:54.986000
1066,73,2015-08-18T17:55:53.737000
1204,71,2015-08-18T17:56:52.489000
1332,62,2015-08-18T17:57:51.241000
1149,51,2015-08-18T17:58:49.994000
950,40,2015-08-18T17:59:48.744000
811,39,2015-08-18T18:00:47.495000
740,35,2015-08-18T18:01:46.246000
940,42,2015-08-18T18:02:44.999000
1414,53,2015-08-18T18:03:43.753000
2080,70,2015-08-18T18:04:42.506000
2090,74,2015-08-18T18:05:41.257000
1484,92,2015-08-18T18:06:40.011000
1345,92,2015-08-18T18:07:38.764000
1173,69,2015-08-18T18:08:37.520000
1016,50,2015-08-18T18:09:36.274000
861,44,2015-08-18T18:10:35.027000
845,60,2015-08-18T18:11:33.780000
741,54,2015-08-18T18:12:32.537000
836,66,2015-08-18T18:13:31.290000
880,98,2015-08-18T18:14:30.046000
1275,165,2015-08-18T18:15:28.802000
1090,136,2015-08-18T18:16:27.560000
868,86,2015-08-18T18:17:26.309000
701,55,2015-08-18T18:18:25.064000
487,36,2015-08-18T18:19:23.819000
469,32,2015-08-18T18:20:22.575000
435,30,2015-08-18T18:21:21.332000
441,27,2015-08-18T18:22:20.085000
384,23,2015-08-18T18:23:18.838000
280,15,2015-08-18T18:24:17.595000
273,18,2015-08-18T18:25:16.347000
245,18,2015-08-18T18:26:15.100000
224,14,2015-08-18T18:27:13.851000
198,11,2015-08-18T18:28:12.601000
224,19,2015-08-18T18:29:11.353000
283,39,2015-08-18T18:30:10.106000
455,114,2015-08-18T18:31:08.860000
403,93,2015-08-18T18:32:07.610000
314,75,2015-08-18T18:33:06.362000
284,56,2015-08-18T18:34:05.112000
291,65,2015-08-18T18:35:03.863000
271,51,2015-08-18T18:36:02.613000
260,46,2015-08-18T18:37:01.365000
236,37,2015-08-18T18:38:00.115000
216,37,2015-08-18T18:38:58.865000
183,25,2015-08-18T18:39:57.616000
184,22,2015-08-18T18:40:56.367000
143,17,2015-08-18T18:41:55.117000
143,17,2015-08-18T18:42:53.868000
121,16,2015-08-18T18:43:52.618000
125,17,2015-08-18T18:44:51.369000
126,17,2015-08-18T18:45:50.119000
132,13,2015-08-18T18:46:48.872000
143,19,2015-08-18T18:47:47.623000
160,23,2015-08-18T18:48:46.376000
147,16,2015-08-18T18:49:45.128000
148,16,2015-08-18T18:50:43.880000
151,15,2015-08-18T18:51:42.634000
144,18,2015-08-18T18:52:41.384000
146,17,2015-08-18T18:53:40.138000
108,13,2015-08-18T18:54:38.888000
100,12,2015-08-18T18:55:37.639000
92,11,2015-08-18T18:56:36.390000
95,8,2015-08-18T18:57:35.141000
96,8,2015-08-18T18:58:33.891000
100,10,2015-08-18T18:59:32.645000
98,10,2015-08-18T19:00:31.395000
96,7,2015-08-18T19:01:30.143000
107,8,2015-08-18T19:02:28.898000
109,9,2015-08-18T19:03:27.648000
118,9,2015-08-18T19:04:26.402000
124,11,2015-08-18T19:05:25.157000
117,7,2015-08-18T19:06:23.909000
122,9,2015-08-18T19:07:22.662000
127,14,2015-08-18T19:08:21.417000
125,11,2015-08-18T19:09:20.169000
127,14,2015-08-18T19:10:18.924000
118,12,2015-08-18T19:11:17.675000
117,10,2015-08-18T19:12:16.428000
105,8,2015-08-18T19:13:15.180000
107,7,2015-08-18T19:14:13.933000
112,9,2015-08-18T19:15:12.684000
114,7,2015-08-18T19:16:11.436000
100,8,2015-08-18T19:17:10.189000
100,8,2015-08-18T19:18:08.941000
106,7,2015-08-18T19:19:07.694000
103,8,2015-08-18T19:20:06.448000
94,9,2015-08-18T19:21:05.200000
96,8,2015-08-18T19:22:03.952000
105,8,2015-08-18T19:23:02.705000
86,4,2015-08-18T19:24:01.458000
89,8,2015-08-18T19:25:00.214000
96,6,2015-08-18T19:25:58.965000
86,6,2015-08-18T19:26:57.720000
88,6,2015-08-18T19:27:56.475000
92,5,2015-08-18T19:28:55.230000
95,8,2015-08-18T19:29:53.982000
97,9,2015-08-18T19:30:52.735000
104,9,2015-08-18T19:31:51.489000
115,9,2015-08-18T19:32:50.242000
107,7,2015-08-18T19:33:48.991000
103,7,2015-08-18T19:34:47.743000
109,11,2015-08-18T19:35:46.494000
106,6,2015-08-18T19:36:45.244000
122,9,2015-08-18T19:37:43.997000
107,8,2015-08-18T19:38:42.752000
116,9,2015-08-18T19:39:41.509000
109,9,2015-08-18T19:40:40.265000
128,8,2015-08-18T19:41:39.017000
126,8,2015-08-18T19:42:37.772000
122,12,2015-08-18T19:43:36.527000
123,8,2015-08-18T19:44:35.280000
126,10,2015-08-18T19:45:34.037000
132,11,2015-08-18T19:46:32.790000
