1um,5um,time (iso)
185,36,2015-08-20T16:51:16.792000
280,56,2015-08-20T16:52:15.572000
377,84,2015-08-20T16:53:14.353000
895,152,2015-08-20T16:54:13.137000
1846,204,2015-08-20T16:55:11.918000
1616,156,2015-08-20T16:56:10.700000
1508,136,2015-08-20T16:57:09.482000
1543,133,2015-08-20T16:58:08.264000
3593,293,2015-08-20T16:59:07.048000
5269,455,2015-08-20T17:00:05.828000
3898,316,2015-08-20T17:01:04.611000
3992,309,2015-08-20T17:02:03.392000
3778,309,2015-08-20T17:03:02.178000
4538,390,2015-08-20T17:04:00.952000
3817,308,2015-08-20T17:04:59.733000
3283,260,2015-08-20T17:05:58.512000
2969,227,2015-08-20T17:06:57.291000
3282,249,2015-08-20T17:07:56.070000
2641,195,2015-08-20T17:08:54.849000
2558,188,2015-08-20T17:09:53.627000
2198,171,2015-08-20T17:10:52.405000
1938,157,2015-08-20T17:11:51.183000
3059,231,2015-08-20T17:12:49.960000
4125,297,2015-08-20T17:13:48.737000
4480,318,2015-08-20T17:14:47.515000
4019,269,2015-08-20T17:15:46.293000
3159,198,2015-08-20T17:16:45.071000
2833,166,2015-08-20T17:17:43.848000
2563,127,2015-08-20T17:18:42.624000
2462,121,2015-08-20T17:19:41.401000
2665,129,2015-08-20T17:20:40.179000
3176,167,2015-08-20T17:21:38.956000
3880,200,2015-08-20T17:22:37.733000
3842,179,2015-08-20T17:23:36.512000
4843,242,2015-08-20T17:24:35.289000
5274,249,2015-08-20T17:25:34.066000
5032,221,2015-08-20T17:26:32.844000
4155,201,2015-08-20T17:27:31.623000
2884,161,2015-08-20T17:28:30.403000
2046,154,2015-08-20T17:29:29.184000
2083,214,2015-08-20T17:30:27.962000
2512,331,2015-08-20T17:31:26.751000
1969,243,2015-08-20T17:32:25.520000
1615,193,2015-08-20T17:33:24.299000
1471,173,2015-08-20T17:34:23.079000
1315,181,2015-08-20T17:35:21.858000
1128,160,2015-08-20T17:36:20.636000
956,147,2015-08-20T17:37:19.411000
886,130,2015-08-20T17:38:18.191000
1105,148,2015-08-20T17:39:16.970000
1551,208,2015-08-20T17:40:15.747000
1759,225,2015-08-20T17:41:14.524000
2049,295,2015-08-20T17:42:13.302000
2353,371,2015-08-20T17:43:12.079000
2373,361,2015-08-20T17:44:10.855000
2280,362,2015-08-20T17:45:09.632000
2077,348,2015-08-20T17:46:08.409000
1869,310,2015-08-20T17:47:07.186000
1501,225,2015-08-20T17:48:05.962000
1915,275,2015-08-20T17:49:04.736000
2528,320,2015-08-20T17:50:03.512000
2147,276,2015-08-20T17:51:02.289000
1964,292,2015-08-20T17:52:01.064000
1956,362,2015-08-20T17:52:59.840000
1734,309,2015-08-20T17:53:58.616000
1551,279,2015-08-20T17:54:57.393000
2232,330,2015-08-20T17:55:56.168000
3166,372,2015-08-20T17:56:54.945000
4835,451,2015-08-20T17:57:53.721000
4476,383,2015-08-20T17:58:52.498000
4867,440,2015-08-20T17:59:51.273000
6962,613,2015-08-20T18:00:50.050000
8692,732,2015-08-20T18:01:48.824000
9652,752,2015-08-20T18:02:47.601000
9489,717,2015-08-20T18:03:46.376000
9253,726,2015-08-20T18:04:45.151000
9844,865,2015-08-20T18:05:43.927000
8607,656,2015-08-20T18:06:42.702000
11036,1033,2015-08-20T18:07:41.483000
10285,873,2015-08-20T18:08:40.256000
9135,667,2015-08-20T18:09:39.031000
8148,560,2015-08-20T18:10:37.805000
6830,433,2015-08-20T18:11:36.580000
7888,511,2015-08-20T18:12:35.355000
8043,620,2015-08-20T18:13:34.129000
8282,659,2015-08-20T18:14:32.903000
7506,578,2015-08-20T18:15:31.677000
10705,849,2015-08-20T18:16:30.453000
9946,725,2015-08-20T18:17:29.224000
8521,599,2015-08-20T18:18:27.996000
10336,958,2015-08-20T18:19:26.770000
9555,899,2015-08-20T18:20:25.545000
8688,751,2015-08-20T18:21:24.318000
6955,615,2015-08-20T18:22:23.093000
5171,472,2015-08-20T18:23:21.869000
4610,411,2015-08-20T18:24:20.644000
4136,365,2015-08-20T18:25:19.418000
3526,324,2015-08-20T18:26:18.192000
2564,225,2015-08-20T18:27:16.963000
2055,189,2015-08-20T18:28:15.735000
1742,173,2015-08-20T18:29:14.505000
1539,174,2015-08-20T18:30:13.277000
1305,135,2015-08-20T18:31:12.051000
1652,238,2015-08-20T18:32:10.825000
1595,252,2015-08-20T18:33:09.597000
1394,228,2015-08-20T18:34:08.372000
1124,178,2015-08-20T18:35:07.144000
996,155,2015-08-20T18:36:05.915000
849,121,2015-08-20T18:37:04.686000
791,122,2015-08-20T18:38:03.457000
680,110,2015-08-20T18:39:02.227000
586,91,2015-08-20T18:40:00.995000
628,102,2015-08-20T18:40:59.767000
594,92,2015-08-20T18:41:58.536000
532,86,2015-08-20T18:42:57.308000
501,83,2015-08-20T18:43:56.080000
440,77,2015-08-20T18:44:54.850000
430,84,2015-08-20T18:45:53.622000
417,78,2015-08-20T18:46:52.392000
371,67,2015-08-20T18:47:51.161000
314,56,2015-08-20T18:48:49.928000
283,48,2015-08-20T18:49:48.697000
284,45,2015-08-20T18:50:47.466000
265,43,2015-08-20T18:51:46.235000
243,42,2015-08-20T18:52:45.004000
246,41,2015-08-20T18:53:43.773000
227,35,2015-08-20T18:54:42.543000
218,36,2015-08-20T18:55:41.311000
223,35,2015-08-20T18:56:40.080000
211,30,2015-08-20T18:57:38.850000
203,31,2015-08-20T18:58:37.619000
197,25,2015-08-20T18:59:36.387000
190,21,2015-08-20T19:00:35.155000
182,25,2015-08-20T19:01:33.924000
163,17,2015-08-20T19:02:32.691000
161,19,2015-08-20T19:03:31.459000
151,16,2015-08-20T19:04:30.227000
142,13,2015-08-20T19:05:28.993000
138,16,2015-08-20T19:06:27.760000
126,13,2015-08-20T19:07:26.527000
145,14,2015-08-20T19:08:25.294000
144,16,2015-08-20T19:09:24.063000
148,18,2015-08-20T19:10:22.830000
142,16,2015-08-20T19:11:21.599000
135,15,2015-08-20T19:12:20.367000
129,16,2015-08-20T19:13:19.134000
132,14,2015-08-20T19:14:17.899000
122,14,2015-08-20T19:15:16.666000
124,13,2015-08-20T19:16:15.434000
113,12,2015-08-20T19:17:14.200000
112,13,2015-08-20T19:18:12.965000
118,16,2015-08-20T19:19:11.732000
118,12,2015-08-20T19:20:10.500000
142,15,2015-08-20T19:21:09.264000
163,19,2015-08-20T19:22:08.028000
180,27,2015-08-20T19:23:06.794000
221,38,2015-08-20T19:24:05.559000
254,37,2015-08-20T19:25:04.324000
277,44,2015-08-20T19:26:03.089000
297,48,2015-08-20T19:27:01.855000
320,61,2015-08-20T19:28:00.621000
401,73,2015-08-20T19:28:59.388000
443,76,2015-08-20T19:29:58.154000
467,84,2015-08-20T19:30:56.917000
468,84,2015-08-20T19:31:55.683000
453,75,2015-08-20T19:32:54.446000
419,73,2015-08-20T19:33:53.209000
415,69,2015-08-20T19:34:51.973000
397,63,2015-08-20T19:35:50.736000
383,60,2015-08-20T19:36:49.498000
383,57,2015-08-20T19:37:48.260000
368,53,2015-08-20T19:38:47.022000
381,56,2015-08-20T19:39:45.784000
364,49,2015-08-20T19:40:44.546000
346,38,2015-08-20T19:41:43.307000
322,46,2015-08-20T19:42:42.069000
305,38,2015-08-20T19:43:40.832000
308,40,2015-08-20T19:44:39.594000
323,41,2015-08-20T19:45:38.356000
283,32,2015-08-20T19:46:37.116000
278,30,2015-08-20T19:47:35.876000
269,33,2015-08-20T19:48:34.639000
252,28,2015-08-20T19:49:33.400000
253,26,2015-08-20T19:50:32.162000
253,28,2015-08-20T19:51:30.922000
238,25,2015-08-20T19:52:29.684000
227,24,2015-08-20T19:53:28.447000
227,23,2015-08-20T19:54:27.207000
212,20,2015-08-20T19:55:25.970000
223,26,2015-08-20T19:56:24.731000
223,24,2015-08-20T19:57:23.492000
206,24,2015-08-20T19:58:22.250000
219,28,2015-08-20T19:59:21.009000
