P2 ratio,P1 ratio,0.5um,1um,time (iso)
39.20,12.45,24328.16,7728.19,2015-08-23T16:18:35.355000
53.95,26.72,33484.70,16579.69,2015-08-23T16:19:37.066000
47.61,29.53,29547.79,18323.76,2015-08-23T16:20:39.042000
36.34,21.46,22550.10,13316.97,2015-08-23T16:21:40.884000
26.19,8.38,16255.77,5199.70,2015-08-23T16:22:44.004000
24.45,7.49,15176.98,4646.72,2015-08-23T16:23:46.558000
17.60,3.36,10919.68,1014.56,2015-08-23T16:24:49.871000
23.04,4.10,14296.08,2543.85,2015-08-23T16:25:52.909000
28.97,8.02,17981.08,4978.36,2015-08-23T16:26:55.230000
35.55,10.40,22062.57,6451.40,2015-08-23T16:27:57.076000
49.54,16.41,30745.77,10185.09,2015-08-23T16:28:59.011000
56.66,34.14,35162.02,21188.74,2015-08-23T16:30:00.788000
64.28,39.65,39893.37,24604.93,2015-08-23T16:31:02.659000
58.77,43.31,36474.13,26877.34,2015-08-23T16:32:04.603000
56.91,37.92,35317.31,23536.27,2015-08-23T16:33:06.633000
52.23,32.56,32414.71,20208.28,2015-08-23T16:34:08.585000
38.92,21.09,24152.81,13086.59,2015-08-23T16:35:10.591000
45.61,23.88,28308.01,14818.01,2015-08-23T16:36:12.261000
50.27,36.54,31199.44,22677.25,2015-08-23T16:37:14.115000
50.13,28.58,31108.23,17736.17,2015-08-23T16:38:15.847000
40.19,21.22,24943.58,13171.45,2015-08-23T16:39:17.557000
34.60,16.73,21473.25,10385.33,2015-08-23T16:40:19.530000
29.05,10.22,18025.99,6343.68,2015-08-23T16:41:21.757000
38.56,13.00,23928.33,8068.21,2015-08-23T16:42:23.758000
42.23,10.61,26207.77,6584.20,2015-08-23T16:43:26.096000
51.72,29.38,32097.51,18231.08,2015-08-23T16:44:27.949000
53.40,32.17,33140.61,19962.49,2015-08-23T16:45:29.832000
60.61,39.06,37616.44,24241.00,2015-08-23T16:46:31.867000
56.33,34.00,34956.03,21100.07,2015-08-23T16:47:34.176000
54.94,29.10,34095.95,18058.44,2015-08-23T16:48:35.907000
49.99,32.86,31022.91,20391.36,2015-08-23T16:49:37.773000
39.98,23.19,24815.02,14391.91,2015-08-23T16:50:40.033000
35.90,18.49,22279.19,11473.47,2015-08-23T16:51:42.465000
26.38,12.32,16369.89,7643.91,2015-08-23T16:52:45.130000
22.96,8.95,14249.42,5553.83,2015-08-23T16:53:48.163000
26.67,6.33,16550.33,3926.96,2015-08-23T16:54:50.538000
37.90,15.28,23522.71,9484.79,2015-08-23T16:55:53.080000
38.20,18.13,23705.63,11251.92,2015-08-23T16:56:54.787000
37.59,16.63,23330.45,10320.38,2015-08-23T16:57:56.698000
29.34,16.87,18209.89,10471.80,2015-08-23T16:58:58.932000
30.69,11.69,19045.31,7252.93,2015-08-23T17:00:01.881000
27.47,8.99,17047.02,5578.33,2015-08-23T17:01:03.759000
25.62,10.68,15899.95,6629.97,2015-08-23T17:02:06.899000
24.40,6.60,15144.74,4093.56,2015-08-23T17:03:09.105000
16.02,4.22,9942.35,2616.20,2015-08-23T17:04:10.989000
21.83,3.41,13550.36,1026.34,2015-08-23T17:05:13.113000
19.22,6.16,11926.57,3821.99,2015-08-23T17:06:14.832000
18.69,5.84,11599.86,3626.87,2015-08-23T17:07:16.486000
25.75,8.25,15983.58,5122.38,2015-08-23T17:08:18.553000
24.80,6.05,15388.23,3755.48,2015-08-23T17:09:20.406000
22.03,9.47,13674.19,5875.12,2015-08-23T17:10:22.417000
20.49,6.52,12715.08,4043.37,2015-08-23T17:11:24.541000
16.62,6.76,10313.53,4194.71,2015-08-23T17:12:27.186000
22.12,5.01,13728.99,3109.02,2015-08-23T17:13:29.654000
17.73,4.60,11004.60,2857.52,2015-08-23T17:14:31.374000
13.19,2.89,8184.92,871.85,2015-08-23T17:15:33.100000
16.75,3.68,10393.14,1086.92,2015-08-23T17:16:36.179000
15.98,2.84,9914.78,854.33,2015-08-23T17:17:38.033000
16.59,1.86,10295.90,485.58,2015-08-23T17:18:40.305000
14.95,2.96,9278.36,896.30,2015-08-23T17:19:42.544000
15.58,3.68,9672.12,1085.50,2015-08-23T17:20:44.825000
16.36,3.15,10152.92,955.10,2015-08-23T17:21:47.681000
16.28,4.39,10100.81,2723.55,2015-08-23T17:22:50.450000
16.31,2.65,10122.79,786.80,2015-08-23T17:23:53.111000
15.53,3.35,9636.21,1011.31,2015-08-23T17:24:55.251000
14.26,2.38,8850.75,687.96,2015-08-23T17:25:58.121000
14.23,2.29,8828.92,653.93,2015-08-23T17:27:00.540000
13.63,1.33,8461.56,289.91,2015-08-23T17:28:02.874000
12.43,1.67,7716.26,413.49,2015-08-23T17:29:04.912000
11.78,1.84,7310.62,479.38,2015-08-23T17:30:07.123000
11.47,2.45,7116.83,713.11,2015-08-23T17:31:09.010000
10.77,1.72,6684.69,431.16,2015-08-23T17:32:12.227000
12.73,0.11,7902.78,6.86,2015-08-23T17:33:15.626000
11.99,0.79,7444.20,126.77,2015-08-23T17:34:18.454000
10.86,0.90,6738.41,154.84,2015-08-23T17:35:20.604000
11.39,1.01,7068.52,186.79,2015-08-23T17:36:22.896000
12.18,0.45,7558.13,51.86,2015-08-23T17:37:25.775000
9.98,1.04,6194.40,195.51,2015-08-23T17:38:28.418000
12.63,1.70,7841.04,424.30,2015-08-23T17:39:30.285000
12.01,0.63,7452.64,87.69,2015-08-23T17:40:32.373000
10.17,0.98,6313.14,176.83,2015-08-23T17:41:34.084000
9.99,1.37,6199.17,303.09,2015-08-23T17:42:36.663000
12.11,1.07,7515.69,203.77,2015-08-23T17:43:40.020000
11.14,1.09,6915.65,210.51,2015-08-23T17:44:41.817000
14.48,1.61,8985.21,390.13,2015-08-23T17:45:43.864000
11.84,1.41,7347.12,318.50,2015-08-23T17:46:47.589000
12.51,0.34,7763.21,33.10,2015-08-23T17:47:49.829000
12.75,1.15,7912.47,229.36,2015-08-23T17:48:52.808000
19.34,3.55,12003.33,1059.99,2015-08-23T17:49:54.855000
20.58,4.10,12774.91,2547.03,2015-08-23T17:50:56.673000
22.83,5.30,14168.42,3289.28,2015-08-23T17:51:59.174000
23.42,6.56,14533.08,4070.84,2015-08-23T17:53:02.331000
23.06,6.00,14310.90,3722.43,2015-08-23T17:54:05.761000
21.87,3.89,13574.11,1119.92,2015-08-23T17:55:07.452000
18.67,3.51,11584.07,1051.62,2015-08-23T17:56:09.400000
17.02,2.38,10563.33,686.16,2015-08-23T17:57:11.844000
19.51,3.05,12108.12,925.86,2015-08-23T17:58:14.051000
23.51,4.75,14591.84,2946.77,2015-08-23T17:59:16.203000
20.62,7.59,12797.64,4711.39,2015-08-23T18:00:18.098000
18.64,3.95,11565.49,1127.09,2015-08-23T18:01:20.490000
15.97,3.78,9908.36,1103.26,2015-08-23T18:02:22.601000
18.88,4.01,11718.68,2486.88,2015-08-23T18:03:24.329000
15.08,3.84,9356.61,1112.45,2015-08-23T18:04:26.404000
15.78,4.07,9794.63,2528.50,2015-08-23T18:05:28.447000
17.88,3.66,11096.24,1082.14,2015-08-23T18:06:32.065000
18.27,4.27,11340.16,2650.16,2015-08-23T18:07:35.186000
18.55,2.63,11512.82,780.01,2015-08-23T18:08:37.543000
19.05,3.20,11823.37,969.91,2015-08-23T18:09:39.729000
17.91,2.28,11116.92,647.00,2015-08-23T18:10:41.992000
17.28,3.53,10723.90,1056.02,2015-08-23T18:11:43.901000
19.87,2.66,12331.28,790.17,2015-08-23T18:12:46.573000
24.03,4.10,14914.90,2544.17,2015-08-23T18:13:49.227000
23.39,7.30,14514.69,4529.85,2015-08-23T18:14:51.564000
23.51,6.59,14590.99,4087.29,2015-08-23T18:15:53.463000
24.43,6.16,15158.79,3822.64,2015-08-23T18:16:55.276000
23.90,6.16,14833.84,3820.24,2015-08-23T18:17:58.649000
27.66,8.65,17163.36,5369.03,2015-08-23T18:19:00.930000
27.54,8.58,17089.33,5326.57,2015-08-23T18:20:02.772000
30.06,12.05,18656.89,7480.66,2015-08-23T18:21:05.392000
25.97,8.92,16114.50,5535.57,2015-08-23T18:22:07.135000
25.11,7.88,15582.26,4889.11,2015-08-23T18:23:09.379000
21.72,5.88,13478.63,3647.77,2015-08-23T18:24:11.241000
22.01,6.09,13659.01,3779.67,2015-08-23T18:25:13.697000
18.18,6.75,11282.73,4189.46,2015-08-23T18:26:16.591000
19.98,2.41,12400.96,698.16,2015-08-23T18:27:20.059000
18.21,6.48,11303.66,4020.19,2015-08-23T18:28:22.471000
21.38,2.77,13269.57,830.66,2015-08-23T18:29:25.410000
19.65,4.13,12194.64,2562.55,2015-08-23T18:30:27.584000
19.98,5.83,12398.51,3618.13,2015-08-23T18:31:29.430000
20.68,6.24,12834.95,3874.39,2015-08-23T18:32:31.284000
19.65,5.87,12195.45,3642.70,2015-08-23T18:33:33.683000
21.38,5.54,13271.58,3438.22,2015-08-23T18:34:36.990000
20.09,5.58,12466.26,3460.40,2015-08-23T18:35:38.943000
22.70,7.15,14085.48,4434.47,2015-08-23T18:36:40.965000
22.19,4.81,13770.26,2982.89,2015-08-23T18:37:43.151000
22.94,4.51,14236.58,2800.32,2015-08-23T18:38:45.013000
22.80,5.08,14146.92,3151.42,2015-08-23T18:39:46.851000
22.42,5.41,13916.98,3354.90,2015-08-23T18:40:49.291000
27.01,11.62,16760.29,7214.44,2015-08-23T18:41:51.362000
31.21,10.90,19369.44,6762.76,2015-08-23T18:42:53.261000
27.14,9.36,16840.94,5810.75,2015-08-23T18:43:55.103000
29.38,7.31,18232.04,4537.29,2015-08-23T18:44:57.039000
24.98,8.26,15500.22,5123.63,2015-08-23T18:45:59.261000
24.19,5.67,15015.23,3518.50,2015-08-23T18:47:01.111000
18.92,5.80,11744.25,3600.25,2015-08-23T18:48:03.236000
23.88,3.85,14821.64,1115.07,2015-08-23T18:49:05.185000
25.00,6.04,15512.74,3747.57,2015-08-23T18:50:06.907000
16.26,4.86,10089.62,3013.44,2015-08-23T18:51:08.803000
15.77,3.63,9785.55,1077.52,2015-08-23T18:52:10.653000
13.13,1.57,8151.22,374.11,2015-08-23T18:53:13.555000
15.58,1.08,9667.83,209.67,2015-08-23T18:54:15.319000
13.16,1.77,8170.22,452.65,2015-08-23T18:55:18.127000
20.50,2.53,12720.57,743.68,2015-08-23T18:56:20.744000
22.80,7.73,14152.31,4798.27,2015-08-23T18:57:22.532000
21.64,5.42,13430.19,3364.82,2015-08-23T18:58:24.808000
22.07,6.20,13694.47,3846.65,2015-08-23T18:59:27.564000
20.43,6.17,12678.44,3827.86,2015-08-23T19:00:29.954000
20.18,5.26,12522.86,3267.45,2015-08-23T19:01:31.878000
14.92,3.50,9258.07,1047.75,2015-08-23T19:02:33.891000
14.94,3.74,9274.06,1097.15,2015-08-23T19:03:35.873000
