P2 ratio,P1 ratio,0.5um,1um,time (iso)
18.50,4.78,11484.20,2967.25,2015-08-16T18:34:49.162000
17.84,5.50,11068.96,3410.79,2015-08-16T18:35:50.918000
18.19,3.76,11285.94,1100.17,2015-08-16T18:36:53.468000
18.50,5.11,11482.18,3170.59,2015-08-16T18:37:56.215000
23.10,5.90,14336.37,3662.37,2015-08-16T18:38:58.623000
17.94,6.59,11135.31,4091.25,2015-08-16T18:40:00.902000
19.71,6.40,12234.13,3973.42,2015-08-16T18:41:03.957000
18.40,4.90,11419.92,3041.64,2015-08-16T18:42:06.868000
19.51,3.59,12110.98,1068.36,2015-08-16T18:43:09.180000
9.70,2.00,6018.89,540.45,2015-08-16T18:44:11.137000
10.72,1.44,6651.04,327.00,2015-08-16T18:45:14.417000
12.25,2.86,7604.00,862.45,2015-08-16T18:46:17.213000
17.98,1.70,11156.67,423.00,2015-08-16T18:47:19.370000
20.12,5.70,12487.71,3537.12,2015-08-16T18:48:21.626000
19.59,7.45,12154.87,4624.49,2015-08-16T18:49:24.618000
21.17,8.34,13137.48,5173.17,2015-08-16T18:50:26.735000
12.87,2.82,7989.42,848.57,2015-08-16T18:51:28.884000
12.27,2.47,7612.25,719.41,2015-08-16T18:52:32.262000
12.48,2.52,7747.45,741.41,2015-08-16T18:53:34.034000
12.68,2.81,7867.52,845.04,2015-08-16T18:54:35.995000
9.21,2.12,5715.60,586.19,2015-08-16T18:55:38.672000
13.58,2.31,8430.95,659.37,2015-08-16T18:56:42.157000
14.33,5.74,8892.27,3563.47,2015-08-16T18:57:44.907000
9.08,3.01,5634.50,912.26,2015-08-16T18:58:48.220000
9.86,2.26,6121.76,640.82,2015-08-16T18:59:51.442000
14.82,2.25,9197.77,637.16,2015-08-16T19:00:53.288000
11.50,2.25,7138.62,635.11,2015-08-16T19:01:56.243000
8.41,0.87,5222.25,146.17,2015-08-16T19:02:58.503000
9.72,2.04,6034.13,554.37,2015-08-16T19:04:00.968000
8.07,2.15,5008.51,596.09,2015-08-16T19:05:02.691000
8.47,1.54,5258.43,363.18,2015-08-16T19:06:05.016000
8.61,1.50,5342.22,348.64,2015-08-16T19:07:07.636000
6.12,0.42,3797.17,46.79,2015-08-16T19:08:10.265000
6.50,1.30,4031.28,278.95,2015-08-16T19:09:12.389000
6.54,0.56,4056.69,71.93,2015-08-16T19:10:14.518000
7.78,0.24,4829.18,19.73,2015-08-16T19:11:18.207000
7.09,0.77,4402.77,121.33,2015-08-16T19:12:20.933000
9.04,0.75,5612.94,117.05,2015-08-16T19:13:23.635000
7.55,0.78,4683.51,122.61,2015-08-16T19:14:25.998000
7.10,0.99,4404.75,181.00,2015-08-16T19:15:28.130000
9.19,0.62,5705.43,85.09,2015-08-16T19:16:31.090000
8.88,0.29,5513.34,26.78,2015-08-16T19:17:33.157000
7.97,0.83,4947.65,137.56,2015-08-16T19:18:35.315000
8.28,0.60,5138.94,80.79,2015-08-16T19:19:38.917000
7.64,0.92,4742.44,160.47,2015-08-16T19:20:41.644000
6.77,0.29,4201.77,26.26,2015-08-16T19:21:45.759000
6.14,0.87,3812.22,148.24,2015-08-16T19:22:48.400000
7.07,0.35,4389.44,34.61,2015-08-16T19:23:51.318000
7.26,0.49,4505.45,58.27,2015-08-16T19:24:54.627000
6.44,0.13,3998.50,8.73,2015-08-16T19:25:57.927000
6.91,0.50,4287.36,61.19,2015-08-16T19:27:01.165000
5.93,0.24,3678.05,19.58,2015-08-16T19:28:04.314000
6.97,0.14,4327.96,9.43,2015-08-16T19:29:06.581000
6.52,0.32,4045.53,30.61,2015-08-16T19:30:09.546000
6.18,0.56,3834.51,72.93,2015-08-16T19:31:12.874000
7.27,1.11,4510.44,218.74,2015-08-16T19:32:15.531000
6.94,0.07,4307.58,3.74,2015-08-16T19:33:19.139000
7.94,0.57,4928.10,73.66,2015-08-16T19:34:22.770000
7.65,0.46,4746.37,52.58,2015-08-16T19:35:24.739000
7.84,1.06,4865.90,201.80,2015-08-16T19:36:27.605000
7.13,0.20,4422.73,15.59,2015-08-16T19:37:30.401000
7.99,0.34,4958.05,33.66,2015-08-16T19:38:33.521000
7.80,0.81,4841.67,131.50,2015-08-16T19:39:37.083000
8.03,0.51,4982.52,62.44,2015-08-16T19:40:40.042000
6.76,0.66,4194.61,93.30,2015-08-16T19:41:42.487000
5.87,0.53,3645.27,66.50,2015-08-16T19:42:44.939000
6.60,0.80,4096.20,128.92,2015-08-16T19:43:47.837000
5.91,0.55,3665.82,70.82,2015-08-16T19:44:50.564000
7.85,0.51,4871.54,63.23,2015-08-16T19:45:53.340000
6.34,0.39,3933.16,41.36,2015-08-16T19:46:55.882000
