1um,5um,time (iso),1um arduino,arduino P1 ratio
3713,116,2015-08-18T16:55:11.008000,6466.38091023,10.41935008
4478,112,2015-08-18T16:56:09.765000,8483.29345537,13.6666930881
3438,95,2015-08-18T16:57:08.518000,9784.13884931,15.7626273124
3686,81,2015-08-18T16:58:07.273000,6416.21174363,10.3424392931
3742,82,2015-08-18T16:59:06.027000,6942.60823269,11.1889458082
3303,74,2015-08-18T17:00:04.781000,5981.97209573,9.63575970048
2937,97,2015-08-18T17:01:03.536000,7163.11846679,11.5423720957
2753,91,2015-08-18T17:02:02.290000,5219.09704791,8.41108710834
2773,80,2015-08-18T17:03:01.046000,4383.34466443,7.06263187463
2170,142,2015-08-18T17:03:59.804000,3592.20232314,5.785751317
2188,112,2015-08-18T17:04:58.558000,3194.1519523,5.14362048859
1957,85,2015-08-18T17:05:57.311000,3063.18647593,4.93386703112
1602,80,2015-08-18T17:06:56.067000,3075.93772035,4.95702124907
1628,71,2015-08-18T17:07:54.823000,3069.90903325,4.95009223945
1438,65,2015-08-18T17:08:53.574000,2082.47333844,4.42356784711
1138,48,2015-08-18T17:09:52.326000,1004.52722119,3.4453480357
1037,58,2015-08-18T17:10:51.081000,938.206972316,3.13220902399
1039,68,2015-08-18T17:11:49.835000,1024.58120097,3.42530320257
866,46,2015-08-18T17:12:48.590000,873.653599535,2.90907430439
829,55,2015-08-18T17:13:47.346000,692.392389216,2.39688493908
725,64,2015-08-18T17:14:46.101000,647.577229866,2.28059718756
674,58,2015-08-18T17:15:44.857000,660.580394662,2.30729326691
591,48,2015-08-18T17:16:43.612000,154.18482344,0.882861684171
432,44,2015-08-18T17:17:42.367000,995.706955867,3.32689757081
395,44,2015-08-18T17:18:41.123000,485.752581413,1.87800554691
373,38,2015-08-18T17:19:39.877000,314.270314869,1.39322588295
1813,216,2015-08-18T17:20:38.637000,411.147270877,1.66394550262
6231,768,2015-08-18T17:21:37.390000,10139.5140134,16.6253268497
3231,330,2015-08-18T17:22:36.143000,9011.02638709,14.5224510475
1731,162,2015-08-18T17:23:34.896000,5490.40325366,8.84902819238
1977,166,2015-08-18T17:24:33.647000,3877.51380596,6.25121797369
3420,303,2015-08-18T17:25:32.400000,4089.35261285,6.59330698058
3960,395,2015-08-18T17:26:31.152000,4731.44398195,7.62548439418
2839,253,2015-08-18T17:27:29.905000,3675.5881606,5.92330697056
2335,144,2015-08-18T17:28:28.656000,2672.4671797,4.31002037468
2064,120,2015-08-18T17:29:27.410000,2609.7344939,4.2086106194
2070,158,2015-08-18T17:30:26.160000,2756.68393911,4.44242506433
2731,233,2015-08-18T17:31:24.914000,2402.11089676,4.16183917962
2049,189,2015-08-18T17:32:23.666000,1066.29400058,3.58776354468
2044,169,2015-08-18T17:33:22.419000,1083.6380824,3.34725533052
2179,152,2015-08-18T17:34:21.171000,3318.57816851,5.3679196216
1695,111,2015-08-18T17:35:19.925000,3073.47709464,4.9516300463
1526,110,2015-08-18T17:36:18.677000,3042.78747586,4.90252910002
977,94,2015-08-18T17:37:17.427000,1256.98914041,3.21842943384
786,104,2015-08-18T17:38:16.181000,931.793249007,3.07804522107
569,63,2015-08-18T17:39:14.934000,651.20360806,2.31273343952
556,50,2015-08-18T17:40:13.687000,392.032005218,1.60615871809
700,57,2015-08-18T17:41:12.443000,398.632291892,1.62939662026
742,54,2015-08-18T17:42:11.199000,407.37389877,1.65610715512
986,118,2015-08-18T17:43:09.955000,522.220737888,1.94980266849
835,106,2015-08-18T17:44:08.708000,563.942098155,2.05909996353
783,84,2015-08-18T17:45:07.462000,512.483283819,1.9309246721
927,85,2015-08-18T17:46:06.218000,786.916801353,2.65084449261
876,96,2015-08-18T17:47:04.970000,741.800504297,2.52892749383
835,109,2015-08-18T17:48:03.725000,662.286744031,2.31877448019
720,87,2015-08-18T17:49:02.476000,799.386620443,2.68508759612
593,60,2015-08-18T17:50:01.230000,778.650120062,2.62970221468
620,70,2015-08-18T17:50:59.982000,660.899102683,2.3139660482
595,62,2015-08-18T17:51:58.733000,297.130851646,1.34017640788
573,69,2015-08-18T17:52:57.485000,445.60054534,1.75563636332
767,82,2015-08-18T17:53:56.237000,388.442774492,1.60337597862
805,87,2015-08-18T17:54:54.986000,218.0441318,1.09119137834
1066,73,2015-08-18T17:55:53.737000,289.19526176,1.30804148926
1204,71,2015-08-18T17:56:52.489000,180.467533012,0.914950720458
1332,62,2015-08-18T17:57:51.241000,199.873750474,0.995065329863
1149,51,2015-08-18T17:58:49.994000,282.584799711,1.30294999916
950,40,2015-08-18T17:59:48.744000,213.511077196,1.08818514931
811,39,2015-08-18T18:00:47.495000,227.0350033,1.11955030437
740,35,2015-08-18T18:01:46.246000,289.01635128,1.31268212758
940,42,2015-08-18T18:02:44.999000,185.994617944,1.00226999328
1414,53,2015-08-18T18:03:43.753000,297.379202394,1.3260546587
2080,70,2015-08-18T18:04:42.506000,589.198081391,2.11910520985
2090,74,2015-08-18T18:05:41.257000,270.597510918,1.2696419214
1484,92,2015-08-18T18:06:40.011000,267.081583373,1.26013941452
1345,92,2015-08-18T18:07:38.764000,665.115178224,2.32034169171
1173,69,2015-08-18T18:08:37.520000,406.142177991,1.64364664797
1016,50,2015-08-18T18:09:36.274000,410.362077533,1.6605881597
861,44,2015-08-18T18:10:35.027000,205.106592014,1.03476175883
845,60,2015-08-18T18:11:33.780000,222.046547807,1.11247635887
741,54,2015-08-18T18:12:32.537000,557.888228277,2.03520287953
836,66,2015-08-18T18:13:31.290000,458.894305253,1.76068749838
880,98,2015-08-18T18:14:30.046000,620.098716737,2.26534348724
1275,165,2015-08-18T18:15:28.802000,1025.23569491,3.4054977572
1090,136,2015-08-18T18:16:27.560000,809.021332177,2.76574396728
868,86,2015-08-18T18:17:26.309000,465.025505453,1.80745419865
701,55,2015-08-18T18:18:25.064000,417.88280761,1.68248073467
487,36,2015-08-18T18:19:23.819000,354.769800515,1.49197091372
469,32,2015-08-18T18:20:22.575000,111.231097202,0.721440788227
435,30,2015-08-18T18:21:21.332000,41.3032320532,0.358747180487
441,27,2015-08-18T18:22:20.085000,232.795322566,1.15631023207
384,23,2015-08-18T18:23:18.838000,159.536314881,0.918085050992
280,15,2015-08-18T18:24:17.595000,85.0177476079,0.612792657047
273,18,2015-08-18T18:25:16.347000,77.1619451873,0.58
245,18,2015-08-18T18:26:15.100000,94.6746874945,0.656798452566
224,14,2015-08-18T18:27:13.851000,237.483279614,1.15133699198
198,11,2015-08-18T18:28:12.601000,195.210971955,1.02613093152
224,19,2015-08-18T18:29:11.353000,115.764723127,0.747904908005
283,39,2015-08-18T18:30:10.106000,184.964869534,0.979512035431
455,114,2015-08-18T18:31:08.860000,315.622689965,1.4009802555
403,93,2015-08-18T18:32:07.610000,460.690303105,1.79306030664
314,75,2015-08-18T18:33:06.362000,624.439178916,2.22050092151
284,56,2015-08-18T18:34:05.112000,548.063544798,1.99241159479
291,65,2015-08-18T18:35:03.863000,292.923611862,1.28369534652
271,51,2015-08-18T18:36:02.613000,756.61044208,2.57200952576
260,46,2015-08-18T18:37:01.365000,422.621681773,1.69387465403
236,37,2015-08-18T18:38:00.115000,218.849031195,1.11542784719
216,37,2015-08-18T18:38:58.865000,296.61545594,1.3526942151
183,25,2015-08-18T18:39:57.616000,720.804618542,2.47243338368
184,22,2015-08-18T18:40:56.367000,391.933319429,1.60330802376
143,17,2015-08-18T18:41:55.117000,380.724945772,1.57814537199
143,17,2015-08-18T18:42:53.868000,240.946063673,1.1662995874
121,16,2015-08-18T18:43:52.618000,111.770568257,0.719819523487
125,17,2015-08-18T18:44:51.369000,100.23354103,0.681921978496
126,17,2015-08-18T18:45:50.119000,118.13017442,0.760915697686
132,13,2015-08-18T18:46:48.872000,218.849399335,1.09022197184
143,19,2015-08-18T18:47:47.623000,195.01137346,0.94417318002
160,23,2015-08-18T18:48:46.376000,162.626109853,0.799204271343
147,16,2015-08-18T18:49:45.128000,336.435887838,1.45623756823
148,16,2015-08-18T18:50:43.880000,211.739277245,1.08535497356
151,15,2015-08-18T18:51:42.634000,135.008387465,0.819575580613
144,18,2015-08-18T18:52:41.384000,60.9860378636,0.500438571226
146,17,2015-08-18T18:53:40.138000,49.7966250826,0.406165041982
108,13,2015-08-18T18:54:38.888000,330.194985456,1.43571146788
100,12,2015-08-18T18:55:37.639000,170.198945297,0.941296770114
92,11,2015-08-18T18:56:36.390000,207.766723237,1.07171708174
95,8,2015-08-18T18:57:35.141000,175.164828019,0.969237596226
96,8,2015-08-18T18:58:33.891000,141.134797105,0.850495936265
100,10,2015-08-18T18:59:32.645000,284.082184201,1.28873950095
98,10,2015-08-18T19:00:31.395000,171.922781497,0.842680139421
96,7,2015-08-18T19:01:30.143000,106.972923853,0.672157594795
107,8,2015-08-18T19:02:28.898000,178.965793252,0.983357954751
109,9,2015-08-18T19:03:27.648000,150.110583306,0.866876860218
118,9,2015-08-18T19:04:26.402000,113.067655742,0.734234795691
124,11,2015-08-18T19:05:25.157000,166.204174112,0.937379182281
117,7,2015-08-18T19:06:23.909000,251.397782398,1.20500580399
122,9,2015-08-18T19:07:22.662000,330.224579537,1.4307269984
127,14,2015-08-18T19:08:21.417000,156.182576972,0.899032022685
125,11,2015-08-18T19:09:20.169000,128.478670468,0.801918268365
127,14,2015-08-18T19:10:18.924000,84.6627639396,0.616650164649
118,12,2015-08-18T19:11:17.675000,235.553782201,1.15878684807
117,10,2015-08-18T19:12:16.428000,243.509849029,1.1946020085
105,8,2015-08-18T19:13:15.180000,225.351100272,1.13427359128
107,7,2015-08-18T19:14:13.933000,144.561977351,0.848595684774
112,9,2015-08-18T19:15:12.684000,114.63381992,0.743260572993
114,7,2015-08-18T19:16:11.436000,100.621003347,0.685424383811
100,8,2015-08-18T19:17:10.189000,229.515218434,1.1019754858
100,8,2015-08-18T19:18:08.941000,264.218453928,1.23667325815
106,7,2015-08-18T19:19:07.694000,152.023422212,0.884233892249
103,8,2015-08-18T19:20:06.448000,91.4485602721,0.628351975417
94,9,2015-08-18T19:21:05.200000,39.0238201986,0.377872279738
96,8,2015-08-18T19:22:03.952000,100.401230922,0.625224792553
105,8,2015-08-18T19:23:02.705000,247.136083782,1.18001797718
86,4,2015-08-18T19:24:01.458000,69.0040142434,0.539249763961
89,8,2015-08-18T19:25:00.214000,139.361095758,0.845336867873
96,6,2015-08-18T19:25:58.965000,263.010766671,1.24991272005
86,6,2015-08-18T19:26:57.720000,281.187166328,1.30524792483
88,6,2015-08-18T19:27:56.475000,386.742846946,1.59948349858
92,5,2015-08-18T19:28:55.230000,323.532384058,1.4224444159
95,8,2015-08-18T19:29:53.982000,182.03098061,0.978929318172
97,9,2015-08-18T19:30:52.735000,226.257935111,1.12693914219
104,9,2015-08-18T19:31:51.489000,137.784359018,0.746821269908
115,9,2015-08-18T19:32:50.242000,37.6347545758,0.36564196867
107,7,2015-08-18T19:33:48.991000,134.006601477,0.755730172373
103,7,2015-08-18T19:34:47.743000,238.21404507,1.17379331992
109,11,2015-08-18T19:35:46.494000,252.137167922,1.21558187765
106,6,2015-08-18T19:36:45.244000,305.766627144,1.37033027986
122,9,2015-08-18T19:37:43.997000,303.495979008,1.35948702217
107,8,2015-08-18T19:38:42.752000,192.974455341,1.03007705623
116,9,2015-08-18T19:39:41.509000,227.27571065,1.14422039199
109,9,2015-08-18T19:40:40.265000,167.541050436,0.941071082759
128,8,2015-08-18T19:41:39.017000,48.9561770134,0.431758813229
126,8,2015-08-18T19:42:37.772000,254.162073461,1.20797947032
122,12,2015-08-18T19:43:36.527000,341.769163613,1.47639433062
123,8,2015-08-18T19:44:35.280000,178.501377835,0.959668795646
126,10,2015-08-18T19:45:34.037000,279.746091222,1.28032942666
132,11,2015-08-18T19:46:32.790000,251.27300673,1.2041026579
