1um,1um arduino,5um,arduino P1 ratio,time (iso)
,,,0.384364785053,
,,,0.73753899314,
,,,1.19167138567,
,,,1.17931873551,
,,,1.53326692466,
,,,0.559324011249,
,,,1.88274796172,
,,,0.638486296241,
,,,0.917230419563,
,,,2.00668749772,
,,,0.454274696217,
,,,1.17594933143,
,,,1.48032571488,
,,,0.909902265246,
,,,0.981157676622,
,,,2.22040850444,
,,,1.82506478371,
,,,0.926739918509,
,,,1.45817943844,
,,,1.69505530342,
,,,1.07960895988,
,,,0.656970036029,
,,,0.706328012804,
,,,0.814999998946,
,,,1.64761355421,
,,,1.73005083761,
,,,1.2027541868,
,,,1.71285573496,
,,,5.55115827518,
,,,4.59434837013,
,,,3.0051111818,
,,,1.92634982714,
,,,1.32696426316,
,,,1.118271416,
,,,2.36987155914,
,,,3.50090554287,
,,,2.6149963823,
,,,2.02251618531,
,,,2.59734019453,
,,,3.23951454918,
,,,2.58767734372,
,,,3.15378421511,
,,,1.64643771951,
,,,2.13163750656,
,,,2.78553798558,
,,,2.51618786012,
,,,2.68589899281,
,,,4.46035135274,
,,,4.83489305859,
,,,3.44559342408,
,,,2.80700744917,
,,,3.13032401047,
,,,4.26349105953,
,,,5.11681144072,
,,,4.19392665684,
,,,4.27126686666,
,,,2.80048900164,
,,,3.44934921404,
,,,2.54681244164,
,,,2.92075729099,
,,,3.33110446925,
,,,10.2159249482,
,,,13.6918508504,
,,,12.288388286,
,,,10.2861285517,
,,,17.3212356382,
,,,15.731453203,
,,,10.604551035,
,,,16.5201897011,
,,,18.2126704049,
,,,8.75051092413,
,,,6.16127164636,
,,,8.89957356571,
,,,9.27549451688,
,,,10.8671727816,
,,,12.8403168963,
,,,9.04901987513,
,,,6.7972713654,
,,,5.36334546028,
,,,3.3394205397,
,,,3.45479963556,
,,,8.39919534309,
,,,8.09520913987,
,,,13.4793700387,
,,,18.3059100543,
,,,22.8637483431,
,,,20.4178298025,
,,,17.1007365724,
,,,17.6313780556,
,,,13.0678223324,
,,,12.4440791351,
,,,12.0150181667,
,,,10.989681062,
,,,8.99056181492,
,,,9.74707368949,
,,,6.75050910087,
,,,5.71361821356,
,,,7.29293632102,
,,,5.71958714914,
,,,4.81757588445,
,,,3.96974597506,
,,,3.33104828007,
,,,3.50928969302,
,,,3.86137009907,
,,,4.30825781797,
,,,4.14359779914,
,,,3.64320382752,
,,,4.06850461141,
,,,4.03538597538,
,,,3.92582368297,
,,,3.33750307364,
,,,2.20184792459,
,,,3.52713116779,
,,,2.9457462408,
,,,2.3016548641,
,,,11.1471774637,
,,,4.3152370565,
,,,4.98964544337,
,,,8.51232773047,
,,,6.81794029135,
,,,3.90923913897,
,,,2.83001304949,
,,,2.5979725011,
,,,2.7898358187,
,,,3.6855210029,
,,,4.05104061104,
,,,3.80799507881,
,,,4.35788937824,
,,,2.41507469152,
,,,2.066854624,
,,,4.8460261812,
,,,3.50214947331,
,,,3.22632797878,
,,,5.20575975248,
,,,5.19063850345,
,,,5.20302861408,
,,,3.20921106058,
,,,3.20255997038,
,,,3.51507041791,
,,,3.88563276435,
,,,3.67868212564,
,,,2.84134528344,
,,,2.88523613249,
,,,3.38272590353,
,,,2.85226601674,
,,,2.42193594541,
,,,2.40883645132,
,,,3.64920909511,
,,,4.83339587093,
,,,5.58104354552,
,,,3.88492276344,
,,,3.21091066476,
,,,2.60164548085,
,,,3.71975360555,
,,,2.49580445579,
,,,2.12658272874,
,,,6.43028037352,
,,,6.89106093485,
,,,3.71453881723,
,,,2.77965376299,
,,,2.56172954152,
,,,1.98420986093,
,,,1.8830145353,
,,,2.30213101291,
,,,2.07351109469,
,,,2.54903834989,
,,,1.32312956668,
,,,1.32773200169,
,,,4.70390374782,
,,,11.0093312409,
,,,16.1803305225,
,,,14.418847337,
,,,9.3246065103,
,,,7.21156806884,
,,,5.38189342914,
,,,4.95555560916,
,,,5.41119977245,
,,,4.39167804829,
,,,4.19040064453,
,,,4.8122509331,
,,,4.79570060458,
,,,3.32651125243,
,,,6.31528775427,
,,,5.61177822426,
,,,11.0739940298,
,,,7.13077334145,
,,,7.07844825796,
,,,8.42509820214,
,,,7.92139108394,
,,,6.16476098254,
,,,5.77624816616,
,,,6.06099898026,
,,,6.52878308518,
,,,5.63419280867,
,,,7.63165211467,
,,,9.2155290339,
,,,10.6711608452,
,,,6.4674472376,
,,,3.50389830542,
,,,3.77151094715,
,,,4.78413093895,
,,,5.63315573344,
,,,4.62571972646,
,,,2.96536860442,
,,,1.86573273892,
,,,2.38908664393,
,,,1.92721833795,
,,,2.43426475378,
,,,4.33363559375,
,,,5.76819954676,
,,,5.86063665015,
,,,4.32480973875,
,,,3.76557732454,
,,,2.58154617792,
,,,1.81230924817,
,,,2.11989655943,
,,,3.05289794136,
,,,3.21241123144,
,,,2.45560230675,
,,,2.54910967784,
,,,3.16325881892,
,,,3.03222092335,
,,,1.85410021733,
,,,1.4912761902,
,,,2.39070792854,
,,,1.77473932043,
,,,1.41879258901,
,,,0.974985094567,
,,,1.41186530764,
,,,1.14092307095,
,,,1.26633134956,
,,,1.52964420777,
,,,1.75073282207,
,,,1.84462609043,
,,,1.41121011517,
,,,1.38278279964,
,,,1.00288281417,
,,,1.77663764968,
,,,2.01949261561,
,,,0.990448989996,
,,,0.999827839295,
,,,1.88193651059,
,,,1.12639120719,
,,,0.952851527584,
,,,0.639819099554,
,,,1.023308742,
,,,2.40860653946,
,,,2.18438482183,
,,,1.87155996041,
,,,2.43644781409,
,,,2.35636072103,
,,,1.83772973276,
,,,1.81189219021,
,,,2.15950641727,
,,,1.47963910204,
,,,0.783372902716,
,,,0.980074108339,
,,,0.563430854273,
,,,0.827264073628,
,,,0.875457255052,
,,,1.44389908288,
