P2 ratio,P1 ratio,0.5um,1um,time (iso)
12.82,1.04,795.82,64.44,2015-08-02T09:19:22.777000
10.95,0.81,679.54,50.10,2015-08-02T09:20:24.771000
12.17,0.57,755.27,35.37,2015-08-02T09:21:27.821000
12.75,1.15,791.45,71.13,2015-08-02T09:22:29.564000
10.77,0.46,668.45,28.39,2015-08-02T09:23:32.876000
38.41,12.33,2383.93,765.06,2015-08-02T09:24:34.809000
